"GEOID","HighSewer","MedSewer","LowSewer"
"'361031347041","YES","YES","YES"
"'361031246013","YES","YES","YES"
"'361031240022","YES","YES","YES"
"'360359701002","NO","NO","NO"
"'360650208021","YES","YES","YES"
"'360259711003","NO","NO","NO"
"'361130709001","NO","NO","NO"
"'360010145022","NO","NO","NO"
"'360010141004","NO","NO","NO"
"'360110407002","YES","YES","YES"
"'360070122011","YES","YES","NO"
"'361031230023","YES","YES","YES"
"'361031116012","YES","YES","YES"
"'361031698004","YES","YES","YES"
"'360390807001","YES","YES","YES"
"'360570726003","NO","NO","NO"
"'360570724002","NO","NO","NO"
"'360910626021","NO","NO","NO"
"'360010142011","YES","YES","YES"
"'361031592011","YES","YES","YES"
"'361031351042","YES","YES","YES"
"'361031583151","YES","YES","YES"
"'361031586092","YES","YES","YES"
"'360610263003","YES","YES","YES"
"'360610177001","YES","YES","YES"
"'360610287001","YES","YES","YES"
"'360470610031","YES","YES","YES"
"'360471058041","YES","YES","YES"
"'360810161002","YES","YES","YES"
"'360271500032","YES","NO","NO"
"'360810065023","YES","YES","YES"
"'360595220001","YES","YES","YES"
"'360471012002","YES","YES","YES"
"'360470876002","YES","YES","YES"
"'360594092004","YES","YES","YES"
"'360594083001","YES","YES","YES"
"'360470890002","YES","YES","YES"
"'360471134001","YES","YES","YES"
"'360471192001","YES","YES","YES"
"'360810352002","YES","YES","YES"
"'360810214002","YES","YES","YES"
"'360810257001","YES","YES","YES"
"'360595180002","YES","YES","YES"
"'360830412001","YES","YES","YES"
"'360359715023","NO","NO","NO"
"'360690505013","NO","NO","NO"
"'361059512014","YES","NO","NO"
"'360810033022","YES","YES","YES"
"'360810407023","YES","YES","YES"
"'360811010043","YES","YES","YES"
"'360650211041","YES","YES","YES"
"'360593010002","YES","YES","YES"
"'360595176003","YES","YES","YES"
"'360690504022","NO","NO","NO"
"'361190125023","NO","NO","NO"
"'360050394002","YES","YES","YES"
"'360870111021","YES","YES","YES"
"'360870108022","YES","YES","YES"
"'360870116012","YES","YES","YES"
"'360594169002","YES","YES","YES"
"'360790111003","YES","YES","YES"
"'361090006001","YES","YES","YES"
"'361190147011","NO","NO","NO"
"'361190135003","YES","YES","YES"
"'361190074022","YES","YES","YES"
"'361031584081","YES","YES","YES"
"'361190109031","YES","YES","YES"
"'361190084041","YES","YES","YES"
"'361190071004","YES","YES","YES"
"'361190087001","YES","YES","YES"
"'360273000003","YES","YES","YES"
"'360810030001","YES","YES","YES"
"'360810632001","YES","YES","YES"
"'360379501006","NO","NO","NO"
"'360550125001","YES","YES","YES"
"'360650217013","YES","YES","YES"
"'360290044022","YES","YES","YES"
"'361031595182","YES","YES","YES"
"'361031588033","YES","YES","YES"
"'361031803004","NO","NO","NO"
"'361032009062","YES","NO","NO"
"'361190033003","YES","YES","YES"
"'361190080003","YES","YES","YES"
"'361190057021","YES","YES","YES"
"'360894920005","NO","NO","NO"
"'360894927001","NO","NO","NO"
"'360894903005","NO","NO","NO"
"'361190021052","YES","YES","YES"
"'361190100001","YES","YES","YES"
"'360290134004","YES","YES","YES"
"'360430110021","NO","NO","NO"
"'360039505001","NO","NO","NO"
"'361190109033","YES","YES","YES"
"'361130710002","NO","NO","NO"
"'360570725004","NO","NO","NO"
"'361190122011","YES","YES","YES"
"'361031581072","YES","YES","YES"
"'361190034001","YES","YES","YES"
"'360594100003","YES","YES","YES"
"'360811175003","YES","YES","YES"
"'360811265002","YES","YES","YES"
"'360811471001","YES","YES","YES"
"'360595208002","YES","YES","YES"
"'360595218022","YES","YES","YES"
"'360594121003","YES","YES","YES"
"'360471196003","YES","YES","YES"
"'360810164001","YES","YES","YES"
"'360810104001","YES","YES","YES"
"'360810120001","YES","YES","YES"
"'360810267002","YES","YES","YES"
"'360810291001","YES","YES","YES"
"'360810528001","YES","YES","YES"
"'360830520044","YES","YES","YES"
"'360830518004","NO","NO","NO"
"'360593033024","YES","YES","YES"
"'360593029003","YES","YES","YES"
"'360593015001","YES","YES","YES"
"'360810633021","YES","YES","YES"
"'360810553002","YES","YES","YES"
"'360850008001","YES","YES","YES"
"'360850105004","YES","YES","YES"
"'360499506012","NO","NO","NO"
"'360870125041","YES","YES","YES"
"'360550113043","YES","YES","YES"
"'360550038066","YES","YES","YES"
"'360559802001","YES","YES","YES"
"'360610129011","YES","YES","YES"
"'360810062011","YES","YES","YES"
"'360810220012","YES","YES","YES"
"'360810383010","NO","NO","NO"
"'360594129002","YES","YES","YES"
"'360593019003","YES","YES","YES"
"'360594138042","YES","YES","YES"
"'360272211001","YES","YES","YES"
"'360894923022","NO","NO","NO"
"'360594153002","YES","YES","YES"
"'360594118003","YES","YES","YES"
"'360594062011","YES","YES","YES"
"'360594128003","YES","YES","YES"
"'360594135006","YES","YES","YES"
"'360594113011","YES","YES","YES"
"'360810143001","YES","YES","YES"
"'360810152002","YES","YES","YES"
"'360810377002","YES","YES","YES"
"'360810452001","YES","YES","YES"
"'360810863001","YES","YES","YES"
"'360810679002","YES","YES","YES"
"'360850132043","YES","YES","YES"
"'360870113042","YES","YES","YES"
"'360550132053","YES","YES","YES"
"'360550132063","YES","YES","NO"
"'361130706032","YES","YES","NO"
"'360610126021","YES","YES","YES"
"'360810716001","YES","YES","YES"
"'360594051007","YES","YES","YES"
"'360594047002","YES","YES","YES"
"'360810598001","YES","YES","YES"
"'360610151020","NO","NO","NO"
"'360610125004","YES","YES","YES"
"'360470141021","YES","YES","YES"
"'361170209002","NO","NO","NO"
"'360630234014","NO","NO","NO"
"'360630227023","NO","NO","NO"
"'360811291023","YES","YES","YES"
"'360811033003","YES","YES","YES"
"'360811072011","YES","YES","YES"
"'361119537001","NO","NO","NO"
"'360610153025","YES","YES","YES"
"'360610136042","YES","YES","YES"
"'360470053031","YES","YES","YES"
"'360470367003","YES","YES","YES"
"'360290080034","YES","YES","YES"
"'360290149033","NO","NO","NO"
"'360290155032","YES","YES","NO"
"'360550146013","YES","YES","NO"
"'360550154002","NO","NO","NO"
"'360550149063","NO","NO","NO"
"'360550112073","YES","YES","YES"
"'361119546001","NO","NO","NO"
"'361119545003","YES","NO","NO"
"'361119515003","NO","NO","NO"
"'361119538003","YES","YES","YES"
"'360470956001","YES","YES","YES"
"'360810073003","YES","YES","YES"
"'360595186004","YES","YES","YES"
"'360595193004","YES","YES","YES"
"'360594072013","YES","YES","YES"
"'360810062013","YES","YES","YES"
"'361059502011","NO","NO","NO"
"'360810889022","YES","YES","YES"
"'360470670002","YES","YES","YES"
"'360470303002","YES","YES","YES"
"'360470356022","YES","YES","YES"
"'360272103013","YES","YES","YES"
"'360270802012","YES","NO","NO"
"'360272207003","YES","YES","YES"
"'360850156024","YES","YES","YES"
"'360850201001","YES","YES","YES"
"'361119542001","NO","NO","NO"
"'360610235014","NO","NO","NO"
"'360179707002","NO","NO","NO"
"'360470289001","YES","YES","YES"
"'360470307003","YES","YES","YES"
"'360470327001","YES","YES","YES"
"'360270200033","YES","NO","NO"
"'361190092022","YES","YES","YES"
"'361190122012","YES","YES","YES"
"'361190122021","YES","YES","YES"
"'360179701022","NO","NO","NO"
"'360050020023","YES","YES","YES"
"'360179705011","NO","NO","NO"
"'360010003012","YES","YES","YES"
"'360595192003","YES","YES","YES"
"'360595181003","YES","YES","YES"
"'360594088002","YES","YES","YES"
"'360610162003","YES","YES","YES"
"'360630227171","NO","NO","NO"
"'361031587113","YES","YES","YES"
"'360179705012","NO","NO","NO"
"'361190063013","YES","YES","YES"
"'361190145005","YES","YES","YES"
"'361190078001","YES","YES","YES"
"'361019609003","YES","YES","YES"
"'360594130021","YES","YES","YES"
"'360594053011","YES","YES","YES"
"'360050302011","YES","YES","YES"
"'360830518002","NO","NO","NO"
"'361219702021","NO","NO","NO"
"'360610064003","YES","YES","YES"
"'360670156021","NO","NO","NO"
"'360130371002","YES","YES","YES"
"'360610132013","YES","YES","YES"
"'361031906032","YES","YES","YES"
"'360595171021","YES","YES","YES"
"'361190136003","YES","YES","YES"
"'361031907091","NO","NO","NO"
"'361031904051","YES","YES","YES"
"'361031456014","YES","YES","YES"
"'360290155042","YES","YES","YES"
"'360271300031","YES","YES","NO"
"'360070004002","YES","YES","YES"
"'360910618001","YES","YES","YES"
"'360050068001","YES","YES","YES"
"'360610097004","YES","YES","YES"
"'360811147002","YES","YES","YES"
"'361031115082","YES","YES","YES"
"'361031122202","YES","YES","NO"
"'361031111021","YES","YES","YES"
"'361031458103","YES","YES","YES"
"'360430115041","NO","NO","NO"
"'361032009042","YES","YES","YES"
"'361031906051","YES","YES","YES"
"'361031114012","YES","YES","YES"
"'361031122132","YES","YES","YES"
"'360750216043","YES","YES","YES"
"'360050265003","YES","YES","YES"
"'360050425005","YES","YES","YES"
"'361031101042","YES","YES","YES"
"'360470211002","YES","YES","YES"
"'360610146013","YES","YES","YES"
"'360610161004","YES","YES","YES"
"'360610181004","YES","YES","YES"
"'360594134002","YES","YES","YES"
"'360810729001","YES","YES","YES"
"'360810799001","YES","YES","YES"
"'360050263002","YES","YES","YES"
"'360050328001","YES","YES","YES"
"'360050145003","YES","YES","YES"
"'360470182002","YES","YES","YES"
"'360470196002","YES","YES","YES"
"'360850213004","YES","YES","YES"
"'360610163005","YES","YES","YES"
"'360610210000","NO","NO","NO"
"'360610247004","YES","YES","YES"
"'360610317031","YES","YES","YES"
"'360319614002","NO","NO","NO"
"'360470366002","YES","YES","YES"
"'360470385001","YES","YES","YES"
"'360470396002","YES","YES","YES"
"'360470400001","YES","YES","YES"
"'360470415002","YES","YES","YES"
"'360470425001","YES","YES","YES"
"'360470474002","YES","YES","YES"
"'360710101013","NO","NO","NO"
"'360050381001","YES","YES","YES"
"'360050419001","YES","YES","YES"
"'360050403021","YES","YES","YES"
"'360470431001","YES","YES","YES"
"'360470443003","YES","YES","YES"
"'360470518003","YES","YES","YES"
"'360470525001","YES","YES","YES"
"'360470571001","YES","YES","YES"
"'360470592002","YES","YES","YES"
"'360470600004","YES","YES","YES"
"'360470085001","YES","YES","YES"
"'360470130003","YES","YES","YES"
"'360470535004","YES","YES","YES"
"'360470646001","YES","YES","YES"
"'360470776001","YES","YES","YES"
"'360470826001","YES","YES","YES"
"'360470838002","YES","YES","YES"
"'360470868001","YES","YES","YES"
"'360470702012","YES","YES","YES"
"'361031596021","YES","YES","NO"
"'360050024000","NO","NO","NO"
"'360710012002","YES","YES","YES"
"'360710145021","NO","NO","NO"
"'360070127014","NO","NO","NO"
"'360670016002","YES","YES","YES"
"'360650255001","NO","NO","NO"
"'360650255003","NO","NO","NO"
"'360050381003","YES","YES","YES"
"'360050413003","YES","YES","YES"
"'360050307011","YES","YES","YES"
"'360470058001","YES","YES","YES"
"'360470063002","YES","YES","YES"
"'360290042004","YES","YES","YES"
"'360290147012","YES","YES","YES"
"'360290109024","YES","YES","YES"
"'360050204003","YES","YES","YES"
"'360050179011","YES","YES","YES"
"'360050216012","YES","YES","YES"
"'360594164021","YES","YES","YES"
"'360910625081","YES","YES","YES"
"'360910617023","YES","YES","NO"
"'360050254002","YES","YES","YES"
"'360050002001","YES","YES","YES"
"'360470203001","YES","YES","YES"
"'360850223002","YES","YES","YES"
"'360050395001","YES","YES","YES"
"'360050364003","YES","YES","YES"
"'360610002025","NO","NO","NO"
"'360610048006","YES","YES","YES"
"'360610179007","YES","YES","YES"
"'360610015010","YES","YES","YES"
"'360610079002","YES","YES","YES"
"'360050123003","YES","YES","YES"
"'360050231001","YES","YES","YES"
"'360470219001","YES","YES","YES"
"'360050229014","YES","YES","YES"
"'360050050022","YES","YES","YES"
"'360050075004","YES","YES","YES"
"'360650249003","NO","NO","NO"
"'360550128002","YES","YES","YES"
"'360550142051","YES","YES","YES"
"'360379501001","NO","NO","NO"
"'360811579015","YES","YES","YES"
"'361031113003","YES","YES","YES"
"'361031106011","YES","YES","YES"
"'360910625051","NO","NO","NO"
"'361219705005","YES","NO","NO"
"'360290130021","YES","YES","YES"
"'360810654011","YES","YES","YES"
"'360070124001","NO","NO","NO"
"'360550029001","YES","YES","YES"
"'360610154023","YES","YES","YES"
"'360610136010","NO","NO","NO"
"'361031589013","YES","YES","YES"
"'361031583281","YES","YES","YES"
"'361031596043","YES","YES","YES"
"'361031459051","YES","YES","YES"
"'360499501011","NO","NO","NO"
"'360550119041","YES","YES","YES"
"'360550115072","YES","YES","YES"
"'360550088013","YES","YES","YES"
"'360530304031","NO","NO","NO"
"'360039505003","NO","NO","NO"
"'360810273021","YES","YES","YES"
"'360830524021","NO","NO","NO"
"'361031347022","YES","YES","YES"
"'360470304001","YES","YES","YES"
"'361119541003","NO","NO","NO"
"'361032010051","YES","YES","YES"
"'361031700062","NO","NO","NO"
"'361031907121","YES","NO","NO"
"'361031225024","YES","YES","YES"
"'360870131012","YES","YES","YES"
"'360550134013","YES","YES","YES"
"'360550142042","YES","YES","YES"
"'360870114041","YES","YES","YES"
"'360470866001","YES","YES","YES"
"'361130720022","NO","NO","NO"
"'360319605011","YES","YES","YES"
"'360290135013","YES","YES","YES"
"'360110412021","NO","NO","NO"
"'360894904001","NO","NO","NO"
"'360595206003","YES","YES","YES"
"'360550140032","YES","YES","YES"
"'361059517011","NO","NO","NO"
"'361059512013","YES","YES","NO"
"'360271402022","YES","YES","YES"
"'360271403011","YES","YES","YES"
"'360359706014","NO","NO","NO"
"'360910613053","NO","NO","NO"
"'361130706041","NO","NO","NO"
"'360610155020","NO","NO","NO"
"'360610099031","YES","YES","YES"
"'360610031002","YES","YES","YES"
"'360610029013","YES","YES","YES"
"'361031101013","NO","NO","NO"
"'361031595142","NO","NO","NO"
"'361031589023","YES","YES","YES"
"'361031583153","YES","YES","YES"
"'361031907102","NO","NO","NO"
"'361190057042","YES","YES","YES"
"'361190002053","YES","YES","YES"
"'361190151004","YES","YES","YES"
"'360894925012","YES","NO","NO"
"'360811010041","YES","YES","YES"
"'360810972051","YES","YES","YES"
"'360810461002","YES","YES","YES"
"'360810637004","YES","YES","YES"
"'361031122184","YES","YES","YES"
"'360339506012","NO","NO","NO"
"'360870105031","YES","YES","YES"
"'360610309002","YES","YES","YES"
"'360810254021","YES","YES","YES"
"'361190092012","YES","YES","YES"
"'361190148121","YES","YES","YES"
"'361190148122","YES","YES","YES"
"'361190149032","YES","YES","YES"
"'361031233033","YES","YES","YES"
"'361031119006","YES","YES","YES"
"'360470018012","YES","YES","YES"
"'360470018030","YES","YES","YES"
"'360471208012","YES","YES","YES"
"'361031122151","YES","YES","YES"
"'361031122134","YES","YES","YES"
"'361031101041","YES","YES","YES"
"'361031458092","YES","YES","YES"
"'360894923013","NO","NO","NO"
"'360690511022","YES","YES","YES"
"'360690504012","YES","YES","YES"
"'360690521011","NO","NO","NO"
"'360870125061","YES","YES","YES"
"'360830407012","YES","YES","YES"
"'360471028020","NO","NO","NO"
"'360610159002","YES","YES","YES"
"'360070121021","YES","YES","YES"
"'360610115001","YES","YES","YES"
"'361019618002","NO","NO","NO"
"'360594118001","YES","YES","YES"
"'361190107022","YES","YES","YES"
"'360594048004","YES","YES","YES"
"'360690504011","NO","NO","NO"
"'361190099002","YES","YES","YES"
"'360550106021","YES","YES","YES"
"'360550116013","YES","YES","YES"
"'360910615001","NO","NO","NO"
"'360595185022","YES","YES","YES"
"'360470204001","YES","YES","YES"
"'360050210015","YES","YES","YES"
"'361190149091","YES","YES","YES"
"'361019622002","NO","NO","NO"
"'360290109021","YES","YES","YES"
"'360319601002","NO","NO","NO"
"'361059510003","NO","NO","NO"
"'360610178000","NO","NO","NO"
"'360510306002","YES","YES","YES"
"'360130361002","NO","NO","NO"
"'360810199021","YES","YES","YES"
"'360259714003","YES","YES","NO"
"'360730406033","NO","NO","NO"
"'360810665014","YES","YES","YES"
"'361031580122","YES","YES","YES"
"'360870105044","YES","YES","YES"
"'360290108082","YES","YES","YES"
"'361031595121","YES","YES","YES"
"'360810214001","YES","YES","YES"
"'360470594031","YES","YES","YES"
"'360550109012","YES","YES","YES"
"'361059513011","NO","NO","NO"
"'360810849021","YES","YES","YES"
"'360810001031","YES","YES","YES"
"'360811367006","YES","YES","YES"
"'360670055002","YES","YES","YES"
"'361119511001","YES","NO","NO"
"'360670004002","YES","YES","YES"
"'361219704004","NO","NO","NO"
"'360210020001","NO","NO","NO"
"'360670130002","YES","YES","YES"
"'360470936002","YES","YES","YES"
"'360810664022","YES","YES","YES"
"'360670046003","YES","YES","YES"
"'360610068005","YES","YES","YES"
"'360070003001","YES","YES","YES"
"'360050419004","YES","YES","YES"
"'360810440001","YES","YES","YES"
"'360850074003","NO","NO","NO"
"'360470449014","YES","YES","YES"
"'360470149011","YES","YES","YES"
"'360270501022","YES","YES","YES"
"'360870112001","YES","YES","YES"
"'360650263002","YES","YES","YES"
"'360550143022","YES","YES","YES"
"'360290131032","YES","YES","YES"
"'360450613003","YES","YES","YES"
"'360050387002","YES","YES","YES"
"'360290081024","YES","YES","YES"
"'360471034012","YES","YES","YES"
"'361190013042","YES","YES","YES"
"'360610030013","YES","YES","YES"
"'360610240000","NO","NO","NO"
"'360870108034","YES","YES","YES"
"'361059507014","NO","NO","NO"
"'361031594063","YES","YES","NO"
"'360050215013","YES","YES","YES"
"'360810062023","YES","YES","YES"
"'360810107010","NO","NO","NO"
"'360810437021","YES","YES","YES"
"'360810623001","YES","YES","YES"
"'360810629003","YES","YES","YES"
"'360810551002","YES","YES","YES"
"'360050175002","YES","YES","YES"
"'360050073003","YES","YES","YES"
"'360050133001","YES","YES","YES"
"'360470062001","YES","YES","YES"
"'360593006006","YES","YES","YES"
"'360594068011","YES","YES","YES"
"'360594137005","YES","YES","YES"
"'361190149014","NO","NO","NO"
"'361190097013","YES","YES","YES"
"'360810481004","YES","YES","YES"
"'360810998015","YES","YES","YES"
"'360810561001","NO","NO","NO"
"'360850008002","YES","YES","YES"
"'360850050001","YES","YES","YES"
"'360050215011","YES","YES","YES"
"'360050356001","YES","YES","YES"
"'360050378002","YES","YES","YES"
"'360050379003","YES","YES","YES"
"'360050385001","YES","YES","YES"
"'360050460001","YES","YES","YES"
"'360810775003","YES","YES","YES"
"'360810797023","YES","YES","YES"
