"GEOID","HS_SepCnt","HS_SepDn","MS_SepCnt","MS_SepDn","LS_SepCnt","LS_SepDn","AREA_SQKM"
"'120050009003",0,0,0,0,0,0,1.71
"'120050013024",0,0,0,0,0,0,2.208
"'120050025002",334,62.473,334,62.473,334,62.473,5.346
"'120050020001",0,0,0,0,0,0,3.29
"'120050010002",0,0,0,0,0,0,4.353
"'120050014023",0,0,0,0,0,0,1.15
"'120050008032",0,0,0,0,471,81.155,5.804
"'120791101002",568,9.264,568,9.264,568,9.264,61.311
"'120791103011",636,15.076,636,15.076,636,15.076,42.186
"'120791102002",488,1.898,488,1.898,488,1.898,257.128
"'120791104001",637,4.734,637,4.734,637,4.734,134.568
"'120791102001",505,1.539,505,1.539,505,1.539,328.129
"'120730018012",0,0,0,0,0,0,1.006
"'121030202013",0,0,0,0,0,0,1.324
"'121030251061",0,0,0,0,0,0,4.439
"'121030251121",0,0,0,0,0,0,0.969
"'121030251132",0,0,0,0,0,0,0.35
"'121030251151",0,0,0,0,0,0,0.819
"'121030251193",0,0,0,0,0,0,1.318
"'121030252041",0,0,0,0,0,0,1.087
"'121030253031",0,0,0,0,0,0,2.397
"'121030254072",0,0,0,0,0,0,0.323
"'121030255011",0,0,0,0,0,0,0.767
"'120730020031",0,0,0,0,0,0,5.78
"'120730003021",0,0,0,0,0,0,1.986
"'120730006002",0,0,0,0,0,0,0.5
"'120730007001",0,0,0,0,0,0,0.601
"'120730010021",0,0,0,0,0,0,1.529
"'120730014012",0,0,0,0,0,0,0.334
"'120730015004",0,0,0,0,0,0,0.785
"'120730016013",0,0,0,0,0,0,1.133
"'120730020063",0,0,0,0,0,0,0.862
"'121170214031",0,0,0,0,0,0,7.332
"'121170215051",0,0,0,0,0,0,2.097
"'121170218021",0,0,0,0,0,0,2.263
"'121170204022",0,0,0,0,0,0,2.944
"'121170221012",0,0,0,0,0,0,2.117
"'121170220012",0,0,0,0,0,0,1.286
"'121170222013",0,0,0,0,0,0,0.31
"'121170217061",0,0,0,0,0,0,4.062
"'120730024111",604,9.979,604,9.979,604,9.979,60.528
"'120730024031",0,0,0,0,0,0,2.708
"'120730023031",1019,52.107,1019,52.107,1019,52.107,19.556
"'120730026041",549,3.388,549,3.388,549,3.388,162.035
"'120730027021",464,46.633,464,46.633,464,46.633,9.95
"'120730024161",516,43.002,516,43.002,516,43.002,11.999
"'120730003032",0,0,0,0,0,0,1.197
"'120730025051",0,0,0,0,0,0,1.392
"'121170221042",0,0,0,0,0,0,1.123
"'120759704001",742,3.851,742,3.851,742,3.851,192.696
"'120910204003",0,0,0,0,0,0,6.626
"'120910204002",0,0,0,0,0,0,2.12
"'120910226002",0,0,0,0,0,0,0.766
"'120910229002",0,0,0,0,0,0,1.928
"'120919902000",0,0,0,0,0,0,95.866
"'121170212012",1007,13.594,1007,13.594,1007,13.594,74.075
"'121170221051",0,0,0,0,0,0,3.04
"'121170215052",0,0,0,0,0,0,1.575
"'121170209021",0,0,0,0,0,0,0.997
"'121170213112",0,0,0,0,0,0,2.427
"'121170208061",0,0,0,0,0,0,2.578
"'121170222051",0,0,0,0,0,0,2.516
"'121170208071",0,0,0,0,0,0,2.277
"'121170205002",0,0,0,0,0,0,4.145
"'121170208101",0,0,0,0,0,0,3.183
"'121030263001",0,0,0,0,0,0,0.657
"'121030267032",0,0,0,0,0,0,1.764
"'121030268091",0,0,0,0,0,0,1.969
"'121170209022",0,0,0,0,0,0,1.758
"'121170208034",0,0,0,0,0,0,2.472
"'121030268113",0,0,0,0,0,0,2.338
"'121030273161",0,0,0,0,0,0,0.908
"'121030254111",0,0,0,0,0,0,1.343
"'121030252042",0,0,0,0,0,0,1.075
"'121030263006",0,0,0,0,0,0,0.305
"'121030268141",0,0,0,0,0,0,0.85
"'121030268152",0,0,0,0,0,0,1.201
"'121030268112",0,0,0,0,0,0,2.324
"'121030268111",0,0,0,0,0,0,0.546
"'121030225012",0,0,0,0,0,0,1.586
"'121030225011",0,0,0,0,0,0,0.78
"'121030225032",0,0,0,0,0,0,0.923
"'121030225031",0,0,0,0,0,0,0.882
"'121030227003",0,0,0,0,0,0,0.484
"'121030228013",0,0,0,0,0,0,0.656
"'121030232002",0,0,0,0,0,0,0.491
"'121079512002",682,14.588,682,14.588,682,14.588,46.75
"'121030233003",0,0,0,0,0,0,0.258
"'121030237002",0,0,0,0,0,0,0.459
"'121030240011",0,0,0,0,0,0,1.496
"'121030243013",0,0,0,0,0,0,0.648
"'121030243021",0,0,0,0,0,0,0.546
"'121030244031",0,0,0,0,0,0,0.647
"'121030273201",0,0,0,0,0,0,1.49
"'121030275012",0,0,0,0,0,0,3.876
"'121030272061",0,0,0,0,0,0,1.131
"'121030269081",0,0,0,0,0,0,0.978
"'121030271061",0,0,0,0,0,0,1.397
"'121030273171",0,0,0,0,0,0,0.616
"'121030269111",0,0,0,0,0,0,0.818
"'121030250111",0,0,0,0,0,0,1.327
"'121030250141",0,0,0,0,0,0,1.302
"'121030204003",0,0,0,0,0,0,0.55
"'121030206003",0,0,0,0,0,0,0.495
"'121079504002",855,8.632,855,8.632,855,8.632,99.054
"'121079502013",631,42.026,631,42.026,631,42.026,15.015
"'121079504001",533,39.814,533,39.814,533,39.814,13.387
"'121079509003",0,0,0,0,0,0,2.12
"'121079503001",392,35.471,392,35.471,392,35.471,11.051
"'121130109003",421,16.762,421,16.762,421,16.762,25.116
"'121030208006",0,0,0,0,0,0,0.554
"'121030208004",0,0,0,0,0,0,0.292
"'121030212003",0,0,0,0,0,0,0.609
"'121030240052",0,0,0,0,0,0,1.033
"'121030220004",0,0,0,0,0,0,0.569
"'121130102003",661,4.42,661,4.42,661,4.42,149.533
"'121130102004",433,3.322,433,3.322,433,3.322,130.361
"'121130104001",806,5.749,806,5.749,806,5.749,140.196
"'120910220021",0,0,0,0,0,0,1.822
"'120910211021",0,0,0,0,0,0,3.315
"'120910211013",0,0,0,0,0,0,1.093
"'120910212004",0,0,0,0,0,0,1.299
"'121030268164",0,0,0,0,0,0,1.032
"'121030246011",0,0,0,0,0,0,1
"'121030245051",0,0,0,0,0,0,2.224
"'121030250043",0,0,0,0,0,0,1.224
"'121030250161",0,0,0,0,0,0,3.218
"'121030250131",0,0,0,0,0,0,1.064
"'121030281022",0,0,0,0,210,34.378,6.109
"'121030243023",0,0,0,0,0,0,0.254
"'121030249051",0,0,0,0,0,0,0.49
"'121030249063",0,0,0,0,0,0,0.55
"'121130108091",449,61.053,449,61.053,449,61.053,7.354
"'121130107053",279,25.471,279,25.471,279,25.471,10.954
"'120830003042",0,0,0,0,0,0,10.541
"'120190307071",0,0,0,0,0,0,8.038
"'120310144242",240,15.04,240,15.04,240,15.04,15.957
"'121010315061",0,0,0,0,0,0,1.241
"'121270902031",0,0,0,0,0,0,4.239
"'120310144132",0,0,0,0,0,0,5.298
"'120390203005",271,5.235,271,5.235,271,5.235,51.767
"'120390205001",441,18.75,441,18.75,441,18.75,23.52
"'120390205004",0,0,0,0,748,93.802,7.974
"'120390201012",581,22.508,581,22.508,581,22.508,25.812
"'120390201013",521,7.576,521,7.576,521,7.576,68.774
"'120110405031",0,0,0,0,0,0,0.741
"'120530409101",0,0,0,0,0,0,7.984
"'120530402021",992,24.829,992,24.829,992,24.829,39.953
"'120530405021",0,0,450,74.193,450,74.193,6.065
"'120530404002",0,0,0,0,0,0,4.056
"'120530414013",0,0,0,0,0,0,5.63
"'120530411041",0,0,0,0,0,0,0.932
"'120530406022",757,14.824,757,14.824,757,14.824,51.067
"'120530411062",0,0,0,0,0,0,2.068
"'120530410063",0,0,0,0,0,0,2.08
"'121170217073",0,0,0,0,0,0,1.085
"'121079512003",531,36.122,531,36.122,531,36.122,14.7
"'120950174012",0,0,0,0,0,0,5.032
"'121030224011",0,0,0,0,0,0,2.539
"'120570106003",0,0,0,0,0,0,0.969
"'120710004012",0,0,0,0,0,0,2.264
"'121150027423",0,0,0,0,0,0,6.741
"'120559601042",0,0,0,0,521,78.252,6.658
"'120990010021",0,0,0,0,0,0,1.904
"'121050125022",0,0,0,0,472,39.344,11.997
"'120830022034",0,0,0,0,0,0,2.655
"'120710403151",0,0,0,0,0,0,2.946
"'121270907012",0,0,0,0,536,83.929,6.386
"'121030254171",0,0,0,0,0,0,0.668
"'120860041023",0,0,0,0,0,0,1.438
"'120850002002",0,0,0,0,1010,119.629,8.443
"'120632110003",497,4.891,497,4.891,497,4.891,101.607
"'120632110001",795,6.772,795,6.772,795,6.772,117.398
"'120632106002",343,25.279,343,25.279,343,25.279,13.569
"'120632111002",558,6.116,558,6.116,558,6.116,91.231
"'120632105001",360,9.598,360,9.598,360,9.598,37.509
"'120632106001",380,6.035,380,6.035,380,6.035,62.965
"'120652502003",357,4.447,357,4.447,357,4.447,80.275
"'120310158053",0,0,0,0,0,0,1.245
"'120690304102",1015,49.158,1015,49.158,1015,49.158,20.648
"'120679602012",371,0.626,371,0.626,371,0.626,592.717
"'120950171143",0,0,0,0,0,0,2.978
"'120570010023",0,0,0,0,0,0,0.633
"'120310144231",0,0,0,0,0,0,16.442
"'120190307053",0,0,0,0,734,103.158,7.115
"'121050125132",0,0,1014,108.83,1014,108.83,9.317
"'120860046053",0,0,0,0,0,0,0.156
"'120690302063",0,0,0,0,0,0,0.685
"'120570115202",0,0,0,0,0,0,0.986
"'120330014021",0,0,0,0,0,0,5.86
"'120310161012",0,0,0,0,0,0,1.214
"'120690310024",373,7.177,373,7.177,373,7.177,51.97
"'120390208005",344,5.325,344,5.325,344,5.325,64.603
"'120199800001",261,0.874,261,0.874,261,0.874,298.679
"'121030244092",0,0,0,0,0,0,3.481
"'120310006003",0,0,0,0,0,0,0.522
"'120730009031",0,0,0,0,0,0,0.819
"'120990078131",0,0,0,0,0,0,2.302
"'121270910152",0,0,0,0,0,0,1.009
"'121319503051",528,40.595,528,40.595,528,40.595,13.007
"'120610502012",0,0,0,0,0,0,1.461
"'120174515011",590,30.408,590,30.408,590,30.408,19.403
"'121090202001",0,0,0,0,0,0,4.091
"'120210109023",0,0,0,0,0,0,2.352
"'120570140021",317,14.162,317,14.162,317,14.162,22.384
"'121170218064",0,0,0,0,0,0,0.659
"'120860076012",0,0,0,0,0,0,0.708
"'120310143431",0,0,0,0,0,0,1.479
"'120990076222",0,0,0,0,0,0,1.011
"'120710802043",0,0,0,0,704,85.423,8.241
"'120990054111",0,0,0,0,0,0,2.061
"'120459602004",0,0,679,77.9,679,77.9,8.716
"'120890502011",0,0,0,0,0,0,4.668
"'120330027011",0,0,1258,83.914,1258,83.914,14.992
"'120990060052",0,0,0,0,0,0,0.981
"'120910220012",0,0,0,0,0,0,0.708
"'120310167294",0,0,0,0,0,0,0.814
"'121270824152",0,0,0,0,0,0,0.77
"'120010019084",286,11.004,286,11.004,286,11.004,25.991
"'121290102082",1110,10.297,1110,10.297,1110,10.297,107.793
"'121270910212",551,63.574,551,63.574,551,63.574,8.667
"'120632109011",551,9.399,551,9.399,551,9.399,58.621
"'120390207025",0,0,0,0,0,0,2.888
"'120110602033",0,0,0,0,0,0,0.465
"'120890503102",0,0,0,0,1258,154.177,8.159
"'120730023043",0,0,0,0,0,0,2.904
"'120110309031",0,0,0,0,0,0,0.36
"'120860199024",0,0,0,0,0,0,0.512
"'120310148001",0,0,0,0,0,0,1.677
"'121130103021",1441,20.696,1441,20.696,1441,20.696,69.627
"'120690313242",269,4.511,269,4.511,269,4.511,59.638
"'120110501002",0,0,0,0,0,0,0.441
"'120190302054",0,0,0,0,0,0,1.479
"'121030269151",0,0,0,0,0,0,0.265
"'120111103411",0,0,0,0,0,0,0.727
"'120860083131",0,0,0,0,0,0,1.289
"'120860011044",0,0,0,0,0,0,0.573
"'121270832071",398,8.54,398,8.54,398,8.54,46.606
"'120570036002",0,0,0,0,0,0,0.596
"'120632110004",452,11.177,452,11.177,452,11.177,40.44
"'120210104363",0,0,0,0,0,0,1.01
"'120860127021",0,0,0,0,0,0,0.826
"'121270907023",0,0,0,0,0,0,0.645
"'120860106221",0,0,0,0,0,0,0.766
"'120999802001",1,0.021,1,0.021,1,0.021,47.787
"'121170220024",0,0,0,0,0,0,1.069
"'121290102073",416,26.748,416,26.748,416,26.748,15.552
"'120730024162",0,0,773,121.433,773,121.433,6.366
"'120090646022",0,0,0,0,0,0,8.193
"'120950170112",0,0,0,0,0,0,1.636
"'121270825082",0,0,0,0,0,0,2.776
"'120710401231",0,0,395,64.522,395,64.522,6.122
"'121030254073",0,0,0,0,0,0,1.899
"'120830014031",0,0,0,0,0,0,1.773
"'120231103003",0,0,235,36.206,235,36.206,6.491
"'121290102061",194,4.031,194,4.031,194,4.031,48.126
"'120110402052",0,0,0,0,0,0,0.405
"'120570115281",0,0,0,0,0,0,4.206
"'120111103631",0,0,0,0,0,0,0.997
"'120990034001",0,0,0,0,0,0,0.861
"'120174501051",0,0,0,0,0,0,5.532
"'120710017111",0,0,0,0,0,0,0.814
"'120690312031",1236,17.517,1236,17.517,1236,17.517,70.561
"'121170212052",0,0,0,0,684,135.196,5.059
"'120860148003",0,0,0,0,0,0,0.258
"'120950169114",0,0,0,0,0,0,0.224
"'120860011011",0,0,0,0,0,0,0.38
"'120990021002",0,0,0,0,0,0,1.33
"'120910203041",0,0,663,59.555,663,59.555,11.133
"'121170216064",0,0,0,0,0,0,2.175
"'121030251161",0,0,0,0,0,0,0.331
"'120010018131",456,29.499,456,29.499,456,29.499,15.458
"'120879708001",0,0,0,0,0,0,1.939
"'120330033122",0,0,0,0,0,0,1.593
"'120010022191",0,0,0,0,0,0,3.961
"'120530402023",1096,33.668,1096,33.668,1096,33.668,32.554
"'120231107001",0,0,0,0,0,0,3.168
"'121050141281",790,29.797,790,29.797,790,29.797,26.513
"'120890505053",422,19.769,422,19.769,422,19.769,21.346
"'120570108101",0,0,0,0,0,0,1.788
"'120330011044",0,0,0,0,0,0,1.284
"'120190313031",329,19.498,329,19.498,329,19.498,16.874
"'120710201041",0,0,0,0,0,0,4.445
"'120210112112",1093,5.722,1093,5.722,1093,5.722,191.017
"'120830027054",402,15.519,402,15.519,402,15.519,25.903
"'120860082054",0,0,0,0,0,0,1.846
"'121030273082",0,0,0,0,0,0,3.825
"'120860109003",0,0,0,0,0,0,0.416
"'120632107001",505,30.051,505,30.051,505,30.051,16.805
"'120830027061",584,9.544,584,9.544,584,9.544,61.188
"'121150022031",0,0,0,0,0,0,2.317
"'120850011032",0,0,0,0,0,0,2.806
"'120860090103",0,0,0,0,0,0,10.302
"'121050144021",595,11.516,595,11.516,595,11.516,51.668
"'120950168113",0,0,0,0,0,0,5.442
"'120499703013",0,0,595,33.77,595,33.77,17.619
"'120210112103",0,0,0,0,0,0,1.968
"'120599604023",0,0,0,0,0,0,2.071
"'121010326022",0,0,0,0,575,94.935,6.057
"'120110502082",0,0,0,0,0,0,1.569
"'120010008061",0,0,0,0,0,0,0.284
"'121090208011",0,0,0,0,0,0,2.498
"'121090206062",0,0,678,52.582,678,52.582,12.894
"'121130107042",0,0,0,0,0,0,3.452
"'121030245182",0,0,0,0,0,0,0.661
"'121090208013",0,0,0,0,0,0,5.822
"'120860149003",0,0,0,0,0,0,0.306
"'120570138072",0,0,0,0,0,0,7.69
"'120990059554",0,0,0,0,0,0,1.014
"'120559608003",0,0,0,0,0,0,0.865
"'120110503062",0,0,0,0,0,0,0.317
"'120570111072",0,0,0,0,0,0,1.247
"'120530410042",0,0,0,0,0,0,1.671
"'120210101104",0,0,0,0,0,0,0.649
"'120730016021",0,0,0,0,0,0,4.143
"'121113821153",0,0,0,0,0,0,2.09
"'121050125152",0,0,0,0,0,0,2.866
"'121270908073",0,0,0,0,0,0,1.333
"'120190313021",0,0,0,0,0,0,5.688
"'120050014041",0,0,0,0,0,0,0.762
"'120710012071",0,0,0,0,0,0,2.54
"'120310145001",0,0,0,0,0,0,2.852
"'120860106232",0,0,0,0,0,0,0.572
"'120050016002",0,0,0,0,0,0,1.33
"'120190311051",791,4.368,791,4.368,791,4.368,181.103
"'121090212083",0,0,0,0,0,0,1.821
"'120810019131",0,0,1016,102.157,1016,102.157,9.945
"'120050022001",0,0,0,0,0,0,1.444
"'120869811001",262,1.965,262,1.965,262,1.965,133.307
"'121030246031",0,0,0,0,0,0,0.447
"'120730025072",414,20.783,414,20.783,414,20.783,19.92
"'120860076032",0,0,0,0,0,0,0.232
"'120570048006",0,0,0,0,0,0,0.298
"'120860106202",0,0,0,0,0,0,0.619
"'120830026052",920,62.696,920,62.696,920,62.696,14.674
"'120910206012",715,36.561,715,36.561,715,36.561,19.556
"'120559605032",945,30.264,945,30.264,945,30.264,31.226
"'120950132011",0,0,0,0,0,0,1.814
"'120690312073",0,0,0,0,0,0,13.228
"'120310137292",0,0,0,0,0,0,3.627
"'121113815082",0,0,0,0,0,0,2.88
"'120690303063",0,0,0,0,0,0,0.782
"'120690304082",0,0,0,0,0,0,1.628
"'121030273091",392,59.26,392,59.26,392,59.26,6.615
"'120860090561",0,0,0,0,0,0,0.503
"'121010330053",0,0,0,0,0,0,3.76
"'120610504012",0,0,0,0,0,0,1.575
"'121030273191",0,0,0,0,0,0,1.006
"'120570137023",0,0,0,0,0,0,7.428
"'120730009041",0,0,0,0,0,0,1.488
"'120570132041",0,0,0,0,0,0,2.033
"'120310112001",0,0,0,0,0,0,1.389
"'121030254122",0,0,0,0,0,0,1.195
"'120710402124",0,0,0,0,0,0,3.979
"'121090208091",0,0,0,0,0,0,3.517
"'120559613031",0,0,690,53.355,690,53.355,12.932
"'120830012082",0,0,0,0,0,0,2.169
"'120890502041",0,0,0,0,0,0,2.374
"'120830013011",0,0,887,69.364,887,69.364,12.788
"'121010321041",0,0,0,0,0,0,9.699
"'121199112031",0,0,0,0,0,0,1.527
"'121079510001",505,7.536,505,7.536,505,7.536,67.008
"'121050125111",0,0,0,0,0,0,1.217
"'120970415013",456,18.067,456,18.067,456,18.067,25.239
"'120559613041",325,27.547,325,27.547,325,27.547,11.798
"'121290102074",518,5.841,518,5.841,518,5.841,88.684
"'120860100202",0,0,0,0,0,0,1.063
"'121050127012",0,0,0,0,0,0,2.071
"'120110503142",0,0,0,0,0,0,0.283
"'120791103022",211,7.083,211,7.083,211,7.083,29.788
"'120830005012",470,2.376,470,2.376,470,2.376,197.783
"'120860063041",0,0,0,0,0,0,0.454
"'120950129002",0,0,0,0,0,0,1.519
"'120730024103",0,0,0,0,0,0,2.413
"'121030250091",0,0,0,0,0,0,2.144
"'120570134093",0,0,0,0,0,0,4.082
"'120632108001",439,3.072,439,3.072,439,3.072,142.905
"'121270903031",727,24.641,727,24.641,727,24.641,29.503
"'120970425003",0,0,0,0,0,0,1.462
"'120110203091",0,0,0,0,0,0,1.582
"'120190307052",0,0,0,0,0,0,2.417
"'121219702004",446,4.577,446,4.577,446,4.577,97.434
"'120830010072",0,0,0,0,0,0,1.633
"'120110606063",0,0,0,0,0,0,0.575
"'120390201031",569,8.962,569,8.962,569,8.962,63.492
"'121170213153",0,0,0,0,0,0,1.225
"'120690301122",724,42.925,724,42.925,724,42.925,16.866
"'120950148142",0,0,0,0,0,0,2.461
"'120330011041",0,0,0,0,0,0,1.722
"'120690308052",594,23.432,594,23.432,594,23.432,25.35
"'120990036002",0,0,0,0,0,0,0.585
"'120570141211",0,0,0,0,0,0,4.095
"'120459603011",819,1.714,819,1.714,819,1.714,477.815
"'121010331011",340,6.795,340,6.795,340,6.795,50.036
"'121050155003",0,0,0,0,0,0,4.241
"'121030273194",0,0,0,0,0,0,0.621
"'121030233001",0,0,0,0,0,0,0.362
"'121030268151",0,0,0,0,0,0,1.17
"'120950148041",0,0,0,0,0,0,2.047
"'120190303062",0,0,0,0,0,0,1.904
"'120759703033",728,16.822,728,16.822,728,16.822,43.277
"'120810009023",0,0,0,0,0,0,2.274
"'120730024231",0,0,0,0,0,0,2.393
"'120090715001",0,0,0,0,759,104.242,7.281
"'121090211024",183,2.712,183,2.712,183,2.712,67.487
"'120559615001",390,0.983,390,0.983,390,0.983,396.762
"'120690311053",632,17.384,632,17.384,632,17.384,36.356
"'120174511031",0,0,0,0,0,0,2.406
"'120570133151",0,0,0,0,0,0,2.662
"'121130105062",0,0,0,0,850,95.618,8.89
"'120231103004",445,14.927,445,14.927,445,14.927,29.811
"'120610507043",0,0,0,0,405,57.473,7.047
"'120860038013",0,0,0,0,0,0,0.13
"'120010019081",376,7.871,376,7.871,376,7.871,47.773
"'120150102001",726,41.144,726,41.144,726,41.144,17.645
"'120939106011",0,0,0,0,0,0,3.119
"'120110703242",0,0,0,0,0,0,0.469
"'120990077582",0,0,0,0,0,0,0.493
"'120190302103",0,0,239,86.414,239,86.414,2.766
"'120879717003",413,8.089,413,8.089,413,8.089,51.058
"'120570141212",0,0,1022,60.83,1022,60.83,16.801
"'120530416012",513,3.119,513,3.119,513,3.119,164.457
"'120110804051",0,0,0,0,0,0,0.398
"'121010330133",0,0,0,0,0,0,0.972
"'120690304061",1131,53.021,1131,53.021,1131,53.021,21.331
"'121170222061",0,0,0,0,0,0,0.917
"'120710108021",0,0,0,0,0,0,0.181
"'121030275011",0,0,0,0,0,0,4.415
"'120860097041",0,0,0,0,0,0,1.242
"'120110312073",0,0,0,0,0,0,0.603
"'120190313033",0,0,0,0,0,0,2.297
"'120950145033",0,0,0,0,0,0,0.71
"'120210108011",0,0,0,0,0,0,1.334
"'120174503073",0,0,697,102.625,697,102.625,6.792
"'120111103191",0,0,0,0,0,0,1.01
"'121010317032",0,0,0,0,0,0,5.646
"'121079510003",529,49.73,529,49.73,529,49.73,10.637
"'120860057061",0,0,0,0,0,0,0.144
"'120090607001",0,0,0,0,0,0,1.065
"'120310101061",0,0,0,0,0,0,1.179
"'120860121051",0,0,0,0,0,0,0.084
"'120860084161",0,0,0,0,0,0,0.598
"'121219703031",354,16.544,354,16.544,354,16.544,21.397
"'121050122071",0,0,0,0,0,0,1.544
"'120652502001",336,1.69,336,1.69,336,1.69,198.839
"'120950171142",0,0,0,0,0,0,2.331
"'120710003041",0,0,0,0,0,0,4.471
"'120990019131",0,0,0,0,0,0,0.487
"'120150201012",0,0,0,0,0,0,3.531
"'121050158012",405,42.989,405,42.989,405,42.989,9.421
"'121079514012",225,8.45,225,8.45,225,8.45,26.629
"'120150104053",0,0,0,0,0,0,10.278
"'121030268161",0,0,0,0,0,0,1.369
"'121030279013",0,0,0,0,0,0,0.506
"'120850001002",0,0,0,0,258,19.57,13.184
"'120990034002",0,0,0,0,0,0,0.941
"'120111103274",0,0,0,0,0,0,1.677
"'120110509004",0,0,0,0,0,0,0.421
"'120690301022",862,49.102,862,49.102,862,49.102,17.555
"'120950166061",810,32.03,810,32.03,810,32.03,25.288
"'120879716001",896,16.864,896,16.864,896,16.864,53.13
"'120150205012",0,0,0,0,0,0,4.242
"'120810012031",0,0,0,0,0,0,3.409
"'120860066072",0,0,0,0,0,0,0.262
"'120330026062",0,0,0,0,0,0,5.672
"'120990013021",0,0,0,0,0,0,0.397
"'120990005053",0,0,0,0,0,0,0.338
"'120190313032",0,0,0,0,265,126.069,2.102
"'120350602084",0,0,729,92.216,729,92.216,7.905
"'120690301121",691,41.845,691,41.845,691,41.845,16.513
"'121010316011",0,0,0,0,0,0,2.851
"'120390203001",534,9.597,534,9.597,534,9.597,55.644
"'120690301111",882,7.49,882,7.49,882,7.49,117.752
"'120950145041",0,0,0,0,0,0,1.679
"'121239504013",649,1.698,649,1.698,649,1.698,382.17
"'120950126003",0,0,0,0,0,0,1.329
"'120090610013",0,0,0,0,0,0,1.371
"'120970429042",246,16.814,246,16.814,246,16.814,14.631
"'120110603023",0,0,0,0,0,0,0.4
"'120330035101",0,0,0,0,0,0,1.431
"'121270908062",0,0,0,0,0,0,3.757
"'120830008053",0,0,0,0,0,0,4.658
"'120730021031",0,0,0,0,0,0,0.666
"'120860195021",0,0,0,0,0,0,1.874
"'121090209042",1275,17.325,1275,17.325,1275,17.325,73.592
"'121170216081",0,0,0,0,0,0,0.298
"'121090210043",363,5.906,363,5.906,363,5.906,61.462
"'120110103052",0,0,0,0,0,0,0.634
"'120310168121",0,0,0,0,0,0,2.058
"'121150024031",0,0,0,0,132,34.763,3.797
"'121030255012",0,0,0,0,0,0,1.007
"'121030281021",0,0,0,0,0,0,0.433
"'120950148141",0,0,0,0,0,0,5.553
"'120779502012",434,7.055,434,7.055,434,7.055,61.518
"'121239502021",0,0,0,0,0,0,1.579
"'120950170252",0,0,0,0,0,0,5.217
"'121150023042",0,0,0,0,0,0,0.647
"'120690309151",0,0,0,0,0,0,3.093
"'120860036051",0,0,0,0,0,0,0.182
"'120559616041",835,36.883,835,36.883,835,36.883,22.639
"'120559605042",0,0,0,0,0,0,3.13
"'120330036132",534,15.683,534,15.683,534,15.683,34.05
"'120310119053",0,0,0,0,0,0,2.15
"'120990048232",0,0,0,0,0,0,1.406
"'120210112072",0,0,0,0,0,0,1.527
"'121150027254",421,6.116,421,6.116,421,6.116,68.838
"'121170222052",0,0,0,0,0,0,0.991
"'120210111071",0,0,0,0,0,0,3.338
"'121150027144",0,0,0,0,758,109.799,6.904
"'120990031021",0,0,0,0,0,0,0.926
"'120110911001",0,0,0,0,0,0,0.657
"'120690311082",0,0,0,0,0,0,2.582
"'120860057011",0,0,0,0,0,0,0.32
"'120810005041",0,0,0,0,0,0,1.183
"'120710503222",0,0,0,0,0,0,2.004
"'120559613011",0,0,0,0,0,0,4.06
"'120890501033",0,0,0,0,0,0,1.972
"'120652501032",200,2.937,200,2.937,200,2.937,68.101
"'121050140011",0,0,0,0,0,0,4.061
"'120110602111",0,0,0,0,0,0,0.408
"'121090209041",792,18.329,792,18.329,792,18.329,43.211
"'120850003002",0,0,0,0,0,0,2.954
"'120330036131",628,18.926,628,18.926,628,18.926,33.181
"'120299702022",471,4.631,471,4.631,471,4.631,101.717
"'120310159261",0,0,0,0,0,0,4.861
"'120419501001",758,5.381,758,5.381,758,5.381,140.854
"'121050140032",0,0,0,0,0,0,1.363
"'120860038042",0,0,0,0,0,0,0.342
"'120810018023",0,0,0,0,0,0,1.135
"'121090214092",0,0,0,0,0,0,1.518
"'120330033051",811,33.528,811,33.528,811,33.528,24.189
"'120090604001",0,0,0,0,0,0,0.8
"'120174503091",0,0,0,0,0,0,6.954
"'120710005021",0,0,0,0,0,0,0.581
"'120310105021",0,0,804,133.373,804,133.373,6.028
"'120010006001",0,0,0,0,0,0,1.083
"'120111005021",0,0,0,0,0,0,1.14
"'121130105061",833,25.583,833,25.583,833,25.583,32.56
"'120830027042",645,12.437,645,12.437,645,12.437,51.86
"'121259602012",438,55.245,438,55.245,438,55.245,7.928
"'121050123072",927,26.263,927,26.263,927,26.263,35.297
"'120090713541",920,37.802,920,37.802,920,37.802,24.337
"'120690302112",0,0,0,0,710,89.77,7.909
"'120690312082",0,0,0,0,0,0,8.104
"'120890503064",0,0,0,0,0,0,7.612
"'121150022032",0,0,0,0,0,0,2.786
"'120860099033",0,0,0,0,0,0,0.591
"'120950171191",0,0,0,0,0,0,3.164
"'120150210034",0,0,0,0,0,0,0.674
"'120599604021",533,5.634,533,5.634,533,5.634,94.603
"'120690310011",878,35.724,878,35.724,878,35.724,24.577
"'121150023041",0,0,0,0,0,0,0.34
"'120860001252",0,0,0,0,0,0,0.155
"'120710105012",0,0,0,0,0,0,0.865
"'120459601021",449,3.623,449,3.623,449,3.623,123.934
"'120910233062",0,0,0,0,0,0,3.071
"'120860118001",0,0,0,0,0,0,0.826
"'121150025041",0,0,0,0,0,0,0.927
"'120690312033",813,56.013,813,56.013,813,56.013,14.514
"'120759703031",731,9.484,731,9.484,731,9.484,77.074
"'120110706012",0,0,0,0,0,0,0.888
"'120950190001",0,0,0,0,0,0,1.485
"'120710004022",0,0,0,0,0,0,2.023
