"GEOID","HS_SepCnt","HS_SepDn","MS_SepCnt","MS_SepDn","LS_SepCnt","LS_SepDn","AREA_SQKM"
"'484530015012",0,0,0,0,0,0,0.994
"'484530015011",0,0,0,0,0,0,0.609
"'484530016033",0,0,0,0,0,0,0.391
"'484530016054",0,0,0,0,0,0,0.253
"'484530019132",0,0,0,0,0,0,5.028
"'484530015044",0,0,0,0,0,0,0.705
"'484530021041",0,0,0,0,0,0,0.701
"'484530021052",0,0,0,0,0,0,0.561
"'484530021071",0,0,0,0,0,0,1.407
"'484530021091",0,0,0,0,0,0,0.853
"'484530021092",0,0,0,0,0,0,1.149
"'484817401004",820,2.121,820,2.121,820,2.121,386.578
"'484230021012",797,12.233,797,12.233,797,12.233,65.152
"'483879501002",512,1.211,512,1.211,512,1.211,422.71
"'484899505001",582,11.24,582,11.24,582,11.24,51.777
"'484999503011",828,7.367,828,7.367,828,7.367,112.396
"'481799501003",816,2.426,816,2.426,816,2.426,336.339
"'481810003021",1218,12.812,1218,12.812,1218,12.812,95.07
"'480970002001",932,8.794,932,8.794,932,8.794,105.98
"'482150222041",477,28.561,477,28.561,477,28.561,16.701
"'483030006031",0,0,0,0,0,0,0.171
"'483030010001",0,0,650,167.623,650,167.623,3.878
"'483030105091",0,0,0,0,0,0,3.989
"'483030107001",1137,5.728,1137,5.728,1137,5.728,198.502
"'483030105043",0,0,0,0,0,0,0.56
"'482979501003",839,2.005,839,2.005,839,2.005,418.38
"'484530021111",0,0,0,0,0,0,0.895
"'484530021132",0,0,0,0,0,0,0.674
"'480259502013",390,1.011,390,1.011,390,1.011,385.737
"'482150241081",0,0,0,0,0,0,2.281
"'482150219041",0,0,0,0,0,0,3.221
"'482150231031",0,0,0,0,54,18.11,2.982
"'482150243021",865,5.335,865,5.335,865,5.335,162.136
"'482150244041",623,20.685,623,20.685,623,20.685,30.118
"'482150221052",0,0,0,0,0,0,2.146
"'482150219034",0,0,0,0,0,0,0.963
"'482150222033",0,0,0,0,0,0,0.528
"'482770001022",522,4.875,522,4.875,522,4.875,107.072
"'484679505004",324,46.655,324,46.655,324,46.655,6.944
"'484679504004",1091,6.126,1091,6.126,1091,6.126,178.094
"'482399503004",652,44.321,652,44.321,652,44.321,14.711
"'484530023071",0,0,0,0,0,0,0.732
"'484530023073",0,0,0,0,0,0,0.3
"'484530024101",0,0,0,0,0,0,0.647
"'484530024133",0,0,0,0,0,0,0.385
"'484530024132",0,0,0,0,0,0,0.716
"'484530002043",0,0,0,0,0,0,0.747
"'480259506001",680,4.461,680,4.461,680,4.461,152.437
"'482030201041",605,4.212,605,4.212,605,4.212,143.621
"'482030204013",365,19.409,365,19.409,365,19.409,18.806
"'482030205023",340,17.273,340,17.273,340,17.273,19.684
"'482030201043",484,7.276,484,7.276,484,7.276,66.523
"'482030204023",527,19.431,527,19.431,527,19.431,27.122
"'482770001023",613,8.658,613,8.658,613,8.658,70.804
"'483250005001",1160,2.696,1160,2.696,1160,2.696,430.241
"'483250002001",577,1.096,577,1.096,577,1.096,526.512
"'480739506001",0,0,526,82.005,526,82.005,6.414
"'480739504001",0,0,0,0,404,100.047,4.038
"'482799502002",398,0.95,398,0.95,398,0.95,418.906
"'482799505001",751,1.863,751,1.863,751,1.863,403.196
"'483359502004",633,1.732,633,1.732,633,1.732,365.513
"'483290002002",0,0,0,0,0,0,0.917
"'483699502004",503,0.552,503,0.552,503,0.552,910.816
"'480499505003",755,4.829,755,4.829,755,4.829,156.346
"'482399501001",851,7.611,851,7.611,851,7.611,111.818
"'482799503001",723,0.841,723,0.841,723,0.841,859.34
"'482379503001",0,0,0,0,579,131.114,4.416
"'480839507002",991,1.151,991,1.151,991,1.151,860.637
"'484019504001",459,6.073,459,6.073,459,6.073,75.58
"'484019506002",562,3.22,562,3.22,562,3.22,174.56
"'484019505022",325,4.769,325,4.769,325,4.769,68.15
"'480499501001",644,1.609,644,1.609,644,1.609,400.194
"'480270234021",631,3.515,631,3.515,631,3.515,179.532
"'484910216012",297,13.552,297,13.552,297,13.552,21.916
"'484971504042",626,5.954,626,5.954,626,5.954,105.148
"'483359504001",771,1.139,771,1.139,771,1.139,677.175
"'482014528011",0,0,0,0,0,0,0.627
"'483396940011",480,20.589,480,20.589,480,20.589,23.313
"'484279504043",585,21.451,585,21.451,585,21.451,27.271
"'482015340012",0,0,0,0,0,0,2.112
"'481130181321",0,0,0,0,0,0,2.001
"'481830105011",204,20.214,204,20.214,204,20.214,10.092
"'482012404001",0,0,0,0,0,0,0.671
"'481210208003",0,0,0,0,0,0,5.214
"'482014543023",0,0,0,0,0,0,1.331
"'481130143163",0,0,0,0,0,0,0.617
"'480519703001",0,0,0,0,0,0,1.783
"'483090007001",0,0,0,0,0,0,1.387
"'484072001072",684,6.224,684,6.224,684,6.224,109.902
"'480850316652",0,0,0,0,0,0,0.91
"'483550051041",0,0,0,0,0,0,3.533
"'484790014021",0,0,0,0,0,0,0.562
"'482015429011",0,0,0,0,0,0,0.795
"'484530469002",0,0,0,0,0,0,3.61
"'481210217481",0,0,0,0,0,0,1.102
"'481130109062",0,0,0,0,0,0,0.413
"'480610126151",0,0,0,0,0,0,0.277
"'480291508002",0,0,0,0,0,0,2.439
"'484391139462",0,0,0,0,0,0,0.324
"'484817408001",0,0,0,0,0,0,2.466
"'481179504003",0,0,0,0,0,0,0.828
"'482015512022",0,0,0,0,0,0,0.391
"'481130131012",0,0,0,0,0,0,1.715
"'482015509011",0,0,0,0,0,0,0.736
"'482150241183",0,0,0,0,0,0,2.031
"'484899504001",446,4.826,446,4.826,446,4.826,92.409
"'481439502012",551,4.118,551,4.118,551,4.118,133.795
"'482015307022",0,0,0,0,0,0,0.448
"'480850316473",0,0,0,0,0,0,1.066
"'482150214054",0,0,0,0,0,0,0.433
"'480291418002",383,60.974,383,60.974,383,60.974,6.281
"'482450013031",0,0,969,84.899,969,84.899,11.414
"'481210215402",0,0,0,0,0,0,1.906
"'483396928034",0,0,0,0,0,0,4.81
"'483959605011",704,9.343,704,9.343,704,9.343,75.354
"'480270221031",0,0,0,0,0,0,1.093
"'480291818262",0,0,0,0,0,0,1.032
"'481130166232",0,0,0,0,0,0,2.594
"'480610104051",0,0,0,0,0,0,1.696
"'480939502003",900,5.584,900,5.584,900,5.584,161.168
"'481130194001",0,0,0,0,0,0,0.57
"'482917003021",299,34.594,299,34.594,299,34.594,8.643
"'480050002013",514,48.987,514,48.987,514,48.987,10.493
"'482012528002",868,46.432,868,46.432,868,46.432,18.694
"'484790017272",0,0,0,0,1491,55.951,26.648
"'482139509031",524,72.611,524,72.611,524,72.611,7.217
"'481410103713",321,30.986,321,30.986,321,30.986,10.36
"'484391055032",0,0,0,0,0,0,0.816
"'484736802021",183,5.523,183,5.523,183,5.523,33.132
"'482150208062",0,0,0,0,0,0,0.46
"'482450110013",0,0,0,0,0,0,1.125
"'482014127002",0,0,0,0,0,0,1.162
"'484530013123",0,0,0,0,0,0,0.712
"'484530019122",0,0,0,0,357,114.017,3.131
"'483030017172",0,0,0,0,0,0,0.756
"'482014553001",0,0,0,0,0,0,3.99
"'481677251002",0,0,0,0,0,0,0.244
"'483959603002",956,14.502,956,14.502,956,14.502,65.923
"'483959604002",388,3.023,388,3.023,388,3.023,128.343
"'482917014006",562,1.583,562,1.583,562,1.583,355.026
"'482917011001",621,12.866,621,12.866,621,12.866,48.266
"'483732102051",482,20.872,482,20.872,482,20.872,23.093
"'483732102043",537,18.792,537,18.792,537,18.792,28.576
"'483732103022",622,3.721,622,3.721,622,3.721,167.143
"'483732103023",248,3.971,248,3.971,248,3.971,62.449
"'482917006002",920,6.275,920,6.275,920,6.275,146.613
"'482917013002",412,8.394,412,8.394,412,8.394,49.085
"'481851803021",576,5.705,576,5.705,576,5.705,100.967
"'481851801011",903,8.838,903,8.838,903,8.838,102.176
"'481851801013",0,0,0,0,0,0,3.226
"'483959601001",556,1.642,556,1.642,556,1.642,338.604
"'483959602002",374,5.157,374,5.157,374,5.157,72.529
"'482259505003",513,6.033,513,6.033,513,6.033,85.034
"'482259503002",0,0,0,0,0,0,1.139
"'482259506002",475,2.553,475,2.553,475,2.553,186.034
"'483396916012",0,0,0,0,0,0,1.713
"'483396916022",0,0,0,0,0,0,0.728
"'483396928022",912,41.092,912,41.092,912,41.092,22.194
"'483396929002",409,13.378,409,13.378,409,13.378,30.573
"'483396911001",0,0,0,0,0,0,1.083
"'483396913021",0,0,0,0,0,0,1.068
"'483396928023",0,0,0,0,0,0,6.477
"'482259507003",580,1.616,580,1.616,580,1.616,358.831
"'483396936001",0,0,0,0,0,0,2.362
"'482917005001",379,3.812,379,3.812,379,3.812,99.43
"'482917004001",789,15.843,789,15.843,789,15.843,49.801
"'482917001001",0,0,530,79.924,530,79.924,6.631
"'482917014005",465,8.309,465,8.309,465,8.309,55.967
"'482917012003",0,0,0,0,584,116.173,5.027
"'482917014004",585,11.332,585,11.332,585,11.332,51.622
"'482917011003",398,13.141,398,13.141,398,13.141,30.286
"'484599502002",566,5.387,566,5.387,566,5.387,105.071
"'484599502003",525,4.676,525,4.676,525,4.676,112.276
"'484599504004",476,70.902,476,70.902,476,70.902,6.713
"'481439502032",958,6.754,958,6.754,958,6.754,141.851
"'481810009032",0,0,0,0,0,0,10.076
"'484391136392",0,0,0,0,0,0,2.422
"'483610224001",416,5.27,416,5.27,416,5.27,78.936
"'483396927022",414,28.459,414,28.459,414,28.459,14.547
"'481210216541",0,0,0,0,0,0,3.409
"'480610137003",0,0,0,0,0,0,0.267
"'482450003141",0,0,0,0,0,0,2.332
"'483539505003",714,0.671,714,0.671,714,0.671,1064.781
"'483479503032",337,13.325,337,13.325,337,13.325,25.291
"'482030206064",428,38.012,428,38.012,428,38.012,11.259
"'482319602002",543,13.165,543,13.165,543,13.165,41.245
"'483379503002",0,0,0,0,532,143.421,3.709
"'482012407033",0,0,0,0,0,0,0.935
"'481610009001",767,2.434,767,2.434,767,2.434,315.152
"'480850316801",0,0,0,0,0,0,0.578
"'480396601002",0,0,0,0,0,0,1.446
"'482150221121",217,28.357,217,28.357,217,28.357,7.652
"'480410004011",0,0,0,0,0,0,2.402
"'484391137092",0,0,0,0,0,0,4.295
"'481872109023",606,13.384,606,13.384,606,13.384,45.279
"'480291511003",0,0,0,0,0,0,0.251
"'483090037121",440,39.183,440,39.183,440,39.183,11.229
"'483959605022",178,9.75,178,9.75,178,9.75,18.257
"'481439507002",696,2.026,696,2.026,696,2.026,343.488
"'481130145022",0,0,0,0,0,0,0.625
"'482139509051",0,0,669,100.566,669,100.566,6.652
"'482012405032",0,0,0,0,0,0,0.168
"'484391140102",0,0,0,0,0,0,1.316
"'482850004003",0,0,0,0,529,192.872,2.743
"'481439501002",1008,2.024,1008,2.024,1008,2.024,498.007
"'481699501021",810,0.36,810,0.36,810,0.36,2250.712
"'480913108014",555,26.598,555,26.598,555,26.598,20.867
"'480913108013",0,0,0,0,413,51.549,8.012
"'485059503051",552,22.879,552,22.879,552,22.879,24.127
"'480610125081",632,45.533,632,45.533,632,45.533,13.88
"'480610120032",0,0,0,0,0,0,1.607
"'484410103002",0,0,0,0,0,0,2.095
"'482013403011",0,0,0,0,0,0,1.585
"'483750143001",403,0.45,403,0.45,403,0.45,895.571
"'481130166202",0,0,0,0,0,0,1.19
"'480291817132",0,0,0,0,0,0,1.185
"'482511301002",1381,5.459,1381,5.459,1381,5.459,252.986
"'482419507022",359,3.02,359,3.02,359,3.02,118.88
"'481339504002",487,63.374,487,63.374,487,63.374,7.684
"'480396606102",0,0,0,0,0,0,2.246
"'484859800001",0,0,0,0,0,0,12.648
"'481810019023",649,4.054,649,4.054,649,4.054,160.083
"'481130184031",0,0,0,0,0,0,0.83
"'482450105002",0,0,0,0,0,0,0.581
"'484090110001",0,0,835,76.616,835,76.616,10.899
"'481677223002",0,0,0,0,0,0,0.383
"'480850316741",0,0,0,0,0,0,1.324
"'480679504006",0,0,306,81.896,306,81.896,3.736
"'481130087032",0,0,0,0,0,0,0.959
"'483750141002",0,0,0,0,0,0,0.509
"'484910207041",0,0,0,0,0,0,1.296
"'484230007001",0,0,0,0,0,0,1.252
"'482150242081",328,23.731,328,23.731,328,23.731,13.822
"'483290003032",0,0,0,0,0,0,0.667
"'483250003012",1310,3.628,1310,3.628,1310,3.628,361.042
"'480370114031",672,16.274,672,16.274,672,16.274,41.294
"'483479510022",0,0,0,0,0,0,4.286
"'480699503002",488,7.294,488,7.294,488,7.294,66.906
"'482399501004",593,2.082,593,2.082,593,2.082,284.843
"'483479503031",575,13.52,575,13.52,575,13.52,42.529
"'482090103072",0,0,0,0,0,0,0.187
"'483499706002",880,5.103,880,5.103,880,5.103,172.438
"'481350022001",1257,0.885,1257,0.885,1257,0.885,1420.132
"'484790017252",0,0,0,0,0,0,0.994
"'482013415013",0,0,0,0,0,0,1.523
"'482150241191",0,0,0,0,0,0,0.508
"'480539604013",453,12.437,453,12.437,453,12.437,36.422
"'484391131092",0,0,0,0,0,0,0.895
"'482015554032",0,0,0,0,0,0,5.435
"'484717906004",0,0,0,0,0,0,1.207
"'483479503042",614,3.762,614,3.762,614,3.762,163.192
"'482139514011",402,6.004,402,6.004,402,6.004,66.958
"'480139604012",295,10.977,295,10.977,295,10.977,26.875
"'481410102201",867,10.659,867,10.659,867,10.659,81.339
"'481130133002",0,0,0,0,0,0,1.122
"'480291718024",0,0,0,0,0,0,0.49
"'482015421051",0,0,0,0,0,0,1.221
"'484736802011",443,12.288,443,12.288,443,12.288,36.05
"'483630004012",563,18.037,563,18.037,563,18.037,31.214
"'483539505004",688,0.902,688,0.902,688,0.902,762.957
"'484790014013",0,0,0,0,0,0,0.307
"'482015506011",0,0,0,0,0,0,0.847
"'484391004022",0,0,0,0,0,0,0.434
"'481719503021",1165,5.227,1165,5.227,1165,5.227,222.881
"'481576731102",0,0,0,0,0,0,1.693
"'482013508042",0,0,0,0,0,0,1.194
"'484999503033",433,8.936,433,8.936,433,8.936,48.458
"'480610112001",0,0,0,0,0,0,0.572
"'481130141322",0,0,0,0,0,0,0.613
"'480396609022",0,0,0,0,0,0,2.397
"'481350029001",0,0,0,0,0,0,1.508
"'484530023041",0,0,0,0,0,0,0.349
"'480190002003",526,1.529,526,1.529,526,1.529,344.071
"'483479504022",642,9.224,642,9.224,642,9.224,69.604
"'484690017001",507,5.771,507,5.771,507,5.771,87.853
"'483396937031",0,0,0,0,0,0,5.641
"'481130204021",0,0,0,0,0,0,1.599
"'484736805023",668,14.236,668,14.236,668,14.236,46.922
"'482019800001",0,0,0,0,0,0,5.57
"'481130164192",0,0,0,0,0,0,1.714
"'482012524004",0,0,0,0,0,0,1.341
"'480291211181",0,0,0,0,0,0,2.826
"'482819505001",0,0,0,0,0,0,4.787
"'482150208052",0,0,0,0,0,0,0.392
"'481130181293",0,0,0,0,0,0,1.168
"'483539505001",372,69.167,372,69.167,372,69.167,5.378
"'483539502002",0,0,0,0,0,0,0.569
"'483539504001",0,0,307,68.833,307,68.833,4.46
"'483539502001",0,0,0,0,0,0,0.649
"'484850135024",655,61.45,655,61.45,655,61.45,10.659
"'484850136004",0,0,0,0,0,0,2.556
"'484850136002",0,0,0,0,0,0,0.638
"'484850113001",615,33.191,615,33.191,615,33.191,18.529
"'484850128001",0,0,0,0,0,0,0.365
"'484850129001",776,34.76,776,34.76,776,34.76,22.325
"'484850136005",0,0,0,0,0,0,1.173
"'484850108002",0,0,0,0,0,0,0.747
"'484850108001",0,0,0,0,0,0,0.657
"'484850111002",0,0,0,0,0,0,0.938
"'484850114002",0,0,0,0,0,0,2.368
"'484230008001",0,0,0,0,0,0,0.594
"'484230010005",0,0,0,0,0,0,0.896
"'484230008006",0,0,0,0,0,0,0.925
"'484230011013",0,0,0,0,0,0,0.737
"'484230011011",0,0,0,0,0,0,0.947
"'484230011022",0,0,0,0,0,0,0.649
"'484230020032",0,0,0,0,0,0,0.321
"'484230020033",0,0,0,0,0,0,0.291
"'484230020061",0,0,0,0,0,0,1.545
"'484619502001",511,0.48,511,0.48,511,0.48,1065.266
"'483199502002",1283,0.861,1283,0.861,1283,0.861,1489.579
"'481830009003",0,0,0,0,0,0,4.083
"'481830009002",569,55.546,569,55.546,569,55.546,10.244
"'484850118002",0,0,0,0,0,0,0.676
"'484850126002",0,0,0,0,0,0,1.302
"'484850130002",0,0,0,0,0,0,0.97
"'484850131002",0,0,0,0,0,0,1.325
"'484230021011",535,6.424,535,6.424,535,6.424,83.278
"'484230016022",0,0,375,77.608,375,77.608,4.832
"'484230001002",0,0,0,0,0,0,0.591
"'484230002021",0,0,0,0,0,0,0.915
"'484230004002",0,0,0,0,0,0,1.864
"'484230008004",0,0,0,0,0,0,0.757
"'484230022002",753,13.321,753,13.321,753,13.321,56.527
"'482319603002",955,7.826,955,7.826,955,7.826,122.024
"'482150246003",629,4.736,629,4.736,629,4.736,132.807
"'482150246001",617,34.065,617,34.065,617,34.065,18.112
"'482150214013",0,0,0,0,0,0,1.319
"'482150212011",0,0,0,0,0,0,0.827
"'482150216002",0,0,0,0,0,0,0.468
"'482150214011",0,0,0,0,0,0,0.792
"'482150215001",0,0,0,0,0,0,0.239
"'482150222032",0,0,0,0,0,0,1.763
"'482150230003",0,0,0,0,0,0,0.678
"'482150230004",0,0,0,0,0,0,7.488
"'482150241091",0,0,0,0,0,0,3.92
"'484717902002",650,5.736,650,5.736,650,5.736,113.322
"'481830106002",0,0,0,0,0,0,4.438
"'481830005024",0,0,0,0,0,0,0.67
"'481830005012",0,0,0,0,0,0,1.319
"'481830005013",0,0,0,0,0,0,1.531
"'481830007002",0,0,0,0,0,0,0.758
"'481830007003",0,0,0,0,0,0,0.823
"'481830008001",0,0,0,0,0,0,1.442
"'481830013004",0,0,0,0,0,0,0.849
"'481830015004",0,0,0,0,265,93.469,2.835
"'481830103022",0,0,0,0,0,0,3.755
"'481830101003",793,14.984,793,14.984,793,14.984,52.923
"'481830101002",526,36.647,526,36.647,526,36.647,14.353
"'482030206062",0,0,0,0,0,0,3.489
"'482030205021",536,18.996,536,18.996,536,18.996,28.217
"'482030206061",978,27.519,978,27.519,978,27.519,35.54
"'482319601001",633,5.805,633,5.805,633,5.805,109.036
"'482319605003",563,36.172,563,36.172,563,36.172,15.565
"'482319604003",712,16.344,712,16.344,712,16.344,43.562
"'482319610001",0,0,0,0,0,0,2.181
"'482319612001",0,0,664,91.223,664,91.223,7.279
"'482319607003",1142,10.258,1142,10.258,1142,10.258,111.329
"'484679504003",423,16.976,423,16.976,423,16.976,24.918
"'484679504002",369,10.719,369,10.719,369,10.719,34.426
"'483079503005",451,79.853,451,79.853,451,79.853,5.648
"'483079503004",595,59.51,595,59.51,595,59.51,9.998
"'482030203021",339,20.534,339,20.534,339,20.534,16.509
"'482030204011",358,20.234,358,20.234,358,20.234,17.693
"'482030205022",0,0,0,0,0,0,3.042
"'482030204021",0,0,0,0,0,0,1.212
"'482030205011",0,0,0,0,0,0,1.212
"'482030201031",928,5.873,928,5.873,928,5.873,158.023
"'483799502002",482,6.354,482,6.354,482,6.354,75.863
"'484410104001",0,0,0,0,0,0,0.937
"'484410106002",0,0,0,0,0,0,0.901
"'484410109003",0,0,0,0,0,0,0.4
"'484410109001",0,0,0,0,0,0,3.181
"'484410131004",0,0,0,0,0,0,0.149
"'484410113002",0,0,0,0,0,0,0.516
"'484410114004",0,0,0,0,0,0,0.787
"'484410134013",0,0,0,0,0,0,2.134
"'484410116004",0,0,0,0,0,0,0.565
"'484410117001",0,0,0,0,0,0,1.088
"'484410122002",0,0,0,0,0,0,0.667
"'484410126001",0,0,0,0,0,0,1.647
"'484410128022",0,0,0,0,0,0,2.919
"'484410131006",0,0,0,0,0,0,0.668
"'484410120002",0,0,0,0,0,0,2.562
"'484771704004",701,11.694,701,11.694,701,11.694,59.946
"'481599503002",445,11.397,445,11.397,445,11.397,39.044
"'484879503001",580,0.804,580,0.804,580,0.804,721.073
"'484879506001",0,0,0,0,0,0,3.11
"'484410120001",516,92.284,516,92.284,516,92.284,5.591
"'482870001001",869,16.958,869,16.958,869,16.958,51.246
"'482239502004",371,44.945,371,44.945,371,44.945,8.255
"'482239507001",454,4.167,454,4.167,454,4.167,108.964
"'482239508002",691,6.851,691,6.851,691,6.851,100.868
"'482239505003",0,0,355,59.456,355,59.456,5.971
"'484119501001",519,83.3,519,83.3,519,83.3,6.23
"'484879505001",166,5.216,166,5.216,166,5.216,31.827
"'484899505002",625,4.192,625,4.192,625,4.192,149.102
"'484899506002",552,24.132,552,24.132,552,24.132,22.874
"'482139504001",806,5.102,806,5.102,806,5.102,157.989
"'482139513001",0,0,0,0,0,0,3.952
"'482139509032",853,44.755,853,44.755,853,44.755,19.059
"'482139510002",494,22.668,494,22.668,494,22.668,21.793
"'484999508001",0,0,0,0,0,0,1.971
"'484999508005",616,40.833,616,40.833,616,40.833,15.086
"'484999505002",0,0,611,71.148,611,71.148,8.588
"'483439502005",438,24.665,438,24.665,438,24.665,17.758
"'483439502004",420,9.917,420,9.917,420,9.917,42.35
"'483439502003",409,7.828,409,7.828,409,7.828,52.249
"'483439501005",649,5.087,649,5.087,649,5.087,127.575
"'484759503003",0,0,0,0,0,0,0.527
"'484499502002",593,5.148,593,5.148,593,5.148,115.201
"'484159506004",374,55.231,374,55.231,374,55.231,6.771
"'483439502001",582,5.341,582,5.341,582,5.341,108.96
"'483090004023",0,0,0,0,0,0,0.354
"'483290004011",0,0,0,0,0,0,1.366
"'483290004021",0,0,0,0,0,0,0.75
"'483290006002",0,0,0,0,0,0,0.556
"'483290011004",0,0,0,0,0,0,0.607
"'483290012006",0,0,0,0,0,0,0.429
"'483290012004",0,0,0,0,0,0,0.437
"'483290013002",0,0,0,0,0,0,0.377
"'483290101062",0,0,0,0,0,0,0.538
"'483290101061",0,0,0,0,0,0,0.266
"'483290101082",0,0,0,0,0,0,0.591
"'483279503001",1271,0.56,1271,0.56,1271,0.56,2269.734
"'483279503002",368,15.489,368,15.489,368,15.489,23.759
"'482659602002",0,0,0,0,0,0,2.467
"'482659605002",0,0,0,0,405,123.35,3.283
"'482659605001",0,0,0,0,0,0,3.833
"'482659607001",598,64.29,598,64.29,598,64.29,9.302
"'484199506002",464,3.111,464,3.111,464,3.111,149.161
"'482530205003",1047,6.249,1047,6.249,1047,6.249,167.555
"'484199501004",519,6.933,519,6.933,519,6.933,74.862
"'484199502003",523,2.979,523,2.979,523,2.979,175.582
"'484199501002",479,3.205,479,3.205,479,3.205,149.457
"'484199502001",562,6.598,562,6.598,562,6.598,85.177
"'482030206042",476,3.323,476,3.323,476,3.323,143.249
"'482679501001",1392,0.985,1392,0.985,1392,0.985,1412.829
"'482679502001",0,0,0,0,527,152.76,3.45
"'482999702003",754,72.523,754,72.523,754,72.523,10.397
"'482999701003",390,2.714,390,2.714,390,2.714,143.687
"'480291402003",0,0,0,0,0,0,0.538
"'480291412001",0,0,0,0,0,0,1.442
"'480291412002",0,0,0,0,0,0,0.475
"'480291412006",0,0,0,0,0,0,0.602
"'480291411013",0,0,0,0,0,0,0.354
"'480291410001",0,0,0,0,0,0,0.774
"'480291405003",0,0,0,0,0,0,0.416
"'480291214022",0,0,0,0,0,0,1.212
"'480291212066",0,0,0,0,0,0,0.486
"'480291212063",0,0,0,0,0,0,0.769
"'480291212031",0,0,0,0,0,0,2.266
"'480291211153",0,0,0,0,0,0,0.738
"'480291211163",0,0,0,0,0,0,0.597
"'480610111003",0,0,0,0,0,0,0.368
"'480610115001",0,0,0,0,0,0,1.172
"'480610126081",0,0,0,0,0,0,2.004
"'480610132071",0,0,0,0,0,0,2.565
"'480610113022",0,0,0,0,0,0,1.23
"'480590302001",0,0,0,0,479,129.718,3.693
"'480590301013",0,0,0,0,431,125.228,3.442
"'480590302004",590,10.7,590,10.7,590,10.7,55.139
"'484179503003",369,63.743,369,63.743,369,63.743,5.789
"'484179503001",483,21.134,483,21.134,483,21.134,22.855
"'482279506003",0,0,0,0,840,121.917,6.89
"'484717905001",0,0,0,0,0,0,1.087
"'484717906001",0,0,0,0,0,0,3.175
"'484717907001",0,0,0,0,0,0,2.332
"'480291211164",0,0,0,0,0,0,0.788
"'480291211152",0,0,0,0,0,0,1.188
"'480291210006",0,0,0,0,0,0,0.76
"'480291209024",0,0,0,0,0,0,1.52
"'480291207022",0,0,0,0,0,0,0.442
"'480291209012",0,0,0,0,0,0,1.173
"'480291205025",0,0,0,0,0,0,0.419
"'480291205024",0,0,0,0,0,0,0.667
"'480291311003",0,0,0,0,0,0,1.079
"'480291216051",0,0,0,0,0,0,0.622
"'480291911023",0,0,0,0,0,0,0.817
"'482279506002",0,0,0,0,0,0,1.368
"'482279504002",0,0,0,0,0,0,2.017
"'482279505001",0,0,0,0,0,0,1.109
"'482279508013",0,0,0,0,467,125.626,3.717
"'482279502002",0,0,0,0,0,0,1.881
"'483359502002",0,0,0,0,719,150.244,4.786
"'481739501002",456,0.409,456,0.409,456,0.409,1114.208
"'482570505003",0,0,0,0,0,0,5.101
"'482570503001",258,23.133,258,23.133,258,23.133,11.153
"'484717908003",0,0,0,0,0,0,1.015
"'484717902005",340,39.765,340,39.765,340,39.765,8.55
"'484717902001",341,9.543,341,9.543,341,9.543,35.732
"'483290003022",0,0,0,0,0,0,0.658
"'483290003034",0,0,0,0,0,0,0.651
"'483290003043",0,0,0,0,0,0,0.429
"'482570511003",624,55.631,624,55.631,624,55.631,11.217
"'482570503002",0,0,0,0,0,0,0.865
"'481519504003",0,0,0,0,0,0,1.12
"'480610125062",563,38.363,563,38.363,563,38.363,14.676
"'480610129002",0,0,0,0,0,0,0.432
"'480610131041",0,0,0,0,0,0,0.647
"'480610128003",0,0,0,0,0,0,0.618
"'480610136002",0,0,0,0,0,0,0.296
"'480610139011",0,0,0,0,0,0,0.248
"'480610139021",0,0,0,0,0,0,0.548
"'480610102011",483,33.741,483,33.741,483,33.741,14.315
"'480410009001",0,0,0,0,0,0,1.931
"'480410020011",0,0,0,0,0,0,4.665
"'480410017021",0,0,0,0,0,0,1.639
"'480410018011",0,0,0,0,0,0,1.515
"'480410001031",953,3.971,953,3.971,953,3.971,239.981
"'484899507001",930,1.127,930,1.127,930,1.127,825.268
"'482659608003",662,7.67,662,7.67,662,7.67,86.307
"'480519704001",215,2.093,215,2.093,215,2.093,102.742
"'483059505001",0,0,0,0,0,0,3.164
"'483179502001",619,1.614,619,1.614,619,1.614,383.573
"'483179502003",0,0,0,0,0,0,4.434
"'483130004004",0,0,0,0,0,0,4.548
"'483130003002",741,3.782,741,3.782,741,3.782,195.907
"'484559501002",506,2.747,506,2.747,506,2.747,184.22
"'483159501001",720,2.412,720,2.412,720,2.412,298.482
"'480291414041",0,0,0,0,0,0,1.637
"'481576757022",0,0,649,115.003,649,115.003,5.643
"'481390602202",0,0,0,0,0,0,1.371
"'480050011021",436,6.257,436,6.257,436,6.257,69.678
"'482319617001",610,24.472,610,24.472,610,24.472,24.927
"'484771706011",533,11.96,533,11.96,533,11.96,44.564
"'484930002021",453,5.303,453,5.303,453,5.303,85.426
"'484717901033",1027,12.922,1027,12.922,1027,12.922,79.479
"'483479501001",451,18.661,451,18.661,451,18.661,24.168
"'481390614012",0,0,0,0,0,0,1.327
"'480850316351",0,0,0,0,0,0,0.63
"'481872105091",0,0,0,0,0,0,5.616
"'484019508003",0,0,0,0,0,0,2.341
"'482015112011",0,0,0,0,0,0,0.471
"'484910203372",0,0,0,0,0,0,1.4
"'481130067011",0,0,0,0,0,0,1.276
"'483396906064",0,0,0,0,0,0,2.133
"'484530454003",0,0,0,0,0,0,3.36
"'481410043181",0,0,0,0,0,0,1.44
"'481799503002",0,0,0,0,0,0,0.764
"'483030012003",0,0,0,0,0,0,1.111
"'481410103114",0,0,0,0,0,0,0.259
