"GEOID"
"'040179423001"
"'051039506003"
"'060855130005"
"'060590626142"
"'060430004001"
"'060839801001"
"'060750601002"
"'060179900000"
"'060619900000"
"'060750601001"
"'060590626144"
"'061119800001"
"'060855130002"
"'060590626146"
"'060759804011"
"'060855130003"
"'080970005002"
"'060019900000"
"'060139900000"
"'060159900000"
"'060239901000"
"'060375766020"
"'060379901000"
"'060379902000"
"'060379903000"
"'060419901000"
"'060459901000"
"'060539900000"
"'060599901000"
"'060739901000"
"'060750179032"
"'060759901000"
"'060759902000"
"'060799900000"
"'060819901000"
"'060839900000"
"'060879901000"
"'060979901000"
"'061119901000"
"'080410044041"
"'080119667021"
"'080839411001"
"'080370007031"
"'080679707011"
"'080410044061"
"'080410044052"
"'081219242002"
"'080410044051"
"'080410044062"
"'080149801001"
"'080149803001"
"'080410044031"
"'081219241001"
"'081170003021"
"'080119667024"
"'080099646001"
"'080839411002"
"'080799736001"
"'080970001013"
"'080410044053"
"'080119667011"
"'080119667022"
"'080679707052"
"'080970004021"
"'080410044022"
"'080370007022"
"'080619601001"
"'080259696021"
"'081219241002"
"'080539731001"
"'081170001032"
"'081170002011"
"'080099647001"
"'080149802001"
"'080259696012"
"'080119667023"
"'080410044023"
"'080259696011"
"'081219242001"
"'081170002012"
"'081219242003"
"'080619601002"
"'080410044042"
"'080259696022"
"'090119800002"
"'090019900000"
"'090079901000"
"'090099900000"
"'090119901000"
"'100050507111"
"'100019900000"
"'100039901000"
"'100059900000"
"'120860027053"
"'120860067074"
"'120570073003"
"'120090681012"
"'121170201011"
"'120330010021"
"'120879801001"
"'120860001442"
"'120310168131"
"'121130108231"
"'120959900000"
"'120330023001"
"'121319506081"
"'120050007001"
"'121050141291"
"'120879717001"
"'120810011041"
"'120860041021"
"'120939900000"
"'120439900000"
"'120570073001"
"'120090685011"
"'120310132001"
"'120330010022"
"'120330024001"
"'121099901000"
"'121130109003"
"'120919902000"
"'120879717003"
"'120710104232"
"'120879725002"
"'120999901000"
"'120910232001"
"'120330025002"
"'120570073002"
"'121150007001"
"'120860001432"
"'121319506071"
"'121030271063"
"'121319505023"
"'121150009001"
"'120310131002"
"'120059900000"
"'120099900000"
"'120119900000"
"'120159900000"
"'120179900000"
"'120219900000"
"'120299900000"
"'120319900000"
"'120339900000"
"'120359900000"
"'120379900000"
"'120379901000"
"'120459900000"
"'120539900000"
"'120579801001"
"'120579901000"
"'120619900000"
"'120659900000"
"'120719900000"
"'120759900000"
"'120819900000"
"'120859900000"
"'120869900000"
"'120879900000"
"'120899900000"
"'120919901000"
"'120999900000"
"'121019900000"
"'121039900000"
"'121039901000"
"'121099902000"
"'121119900000"
"'121139900000"
"'121159900000"
"'121239900000"
"'121279900000"
"'121299900000"
"'121319900000"
"'131270008001"
"'130530202011"
"'130299800001"
"'130530202012"
"'130510115001"
"'131530206002"
"'131790101011"
"'132450108021"
"'131270010011"
"'132450108012"
"'130510111071"
"'132150108011"
"'132150108021"
"'131790101021"
"'130530202051"
"'131270009005"
"'131530206001"
"'130510111101"
"'131911103002"
"'130530202061"
"'130510111082"
"'132450108011"
"'130530202052"
"'130530202031"
"'131839800001"
"'160859702001"
"'160859703021"
"'160499601001"
"'160499601002"
"'160379602001"
"'130399900000"
"'130519900000"
"'131279900000"
"'131799900000"
"'131919900000"
"'160379602002"
"'160859702002"
"'160059400001"
"'160059400002"
"'170310619023"
"'170310608002"
"'170310609002"
"'170310619024"
"'170319900000"
"'170979900000"
"'180899900000"
"'180919900000"
"'181279900000"
"'210472015014"
"'210590003000"
"'210930002012"
"'211110049000"
"'211110011000"
"'210472015013"
"'210590004020"
"'210930002023"
"'210930002021"
"'210472015021"
"'210472015033"
"'210472015012"
"'210930002011"
"'210590014010"
"'211659602001"
"'212259503000"
"'211110074000"
"'210959701001"
"'211110075010"
"'211659601001"
"'210299801001"
"'210930002024"
"'210939801001"
"'211110127030"
"'212259502020"
"'210590014020"
"'210590002000"
"'210590013000"
"'210472015031"
"'210472015011"
"'211659601003"
"'211659602002"
"'211110127020"
"'211110004000"
"'211110121030"
"'211439801001"
"'210930002022"
"'210479801001"
"'210472015032"
"'210472015016"
"'212219801001"
"'211110075020"
"'211110127010"
"'212219802001"
"'210919601000"
"'212259501000"
"'211110121040"
"'211659601002"
"'210619801001"
"'210919602000"
"'210590015010"
"'210472015015"
"'210472015022"
"'211659601004"
"'221279601001"
"'220510279032"
"'221030411031"
"'220510272003"
"'220659602001"
"'220659601001"
"'221030409002"
"'220799800001"
"'221030409003"
"'220510272004"
"'221030410043"
"'220510272002"
"'220510271001"
"'220919512012"
"'220510272005"
"'221279604002"
"'221279603003"
"'220150109001"
"'221279602011"
"'220919511003"
"'220510279042"
"'221279602012"
"'221279601003"
"'221279601002"
"'221030409001"
"'220510272001"
"'221279604003"
"'221279603002"
"'221279603004"
"'221279603001"
"'221279604001"
"'220919511002"
"'221279602022"
"'221259800001"
"'221030408011"
"'221030408012"
"'221030411042"
"'220739800001"
"'220659602002"
"'220510279031"
"'221030408013"
"'220519900000"
"'220919512021"
"'220510271002"
"'221030411041"
"'220719900000"
"'221279601004"
"'221030410031"
"'221030410021"
"'220659603001"
"'220659605001"
"'221030410034"
"'220919512011"
"'221030407061"
"'221279602013"
"'220919512022"
"'221039900000"
"'221030410042"
"'220659603003"
"'220659604002"
"'221279602021"
"'220659604001"
"'220659601002"
"'221030410022"
"'220870301051"
"'220919511001"
"'221030410041"
"'220919512013"
"'221030410032"
"'220659603002"
"'221030410033"
"'220239900000"
"'220459900000"
"'220519901000"
"'220579900000"
"'220759900000"
"'230270470004"
"'230190125001"
"'230110160003"
"'230190120001"
"'230190135001"
"'230179651002"
"'230190313001"
"'230039526003"
"'230259661001"
"'230079714004"
"'230079710004"
"'230010465004"
"'230079714001"
"'230190245002"
"'230219606002"
"'230219605001"
"'230219604002"
"'230190312003"
"'230039507001"
"'230039504001"
"'230039523002"
"'230039521002"
"'230199400001"
"'230219606003"
"'230079714005"
"'230259661003"
"'230110220002"
"'230079710005"
"'230259658002"
"'230190125002"
"'230110108032"
"'230310240022"
"'230190140002"
"'230190215002"
"'230259653011"
"'230259660002"
"'230310235023"
"'230190265002"
"'230270470003"
"'230219605002"
"'230259663002"
"'230110155001"
"'230039502003"
"'230110155004"
"'230039523001"
"'230110106011"
"'230259660003"
"'230259669002"
"'220879900000"
"'221019900000"
"'221099900000"
"'221139900000"
"'230190155002"
"'230259656002"
"'230190130001"
"'230190205002"
"'230259657002"
"'230190312002"
"'230219608003"
"'230259660004"
"'230190300002"
"'230259658001"
"'230159756003"
"'230159762003"
"'230310240021"
"'230079714002"
"'230039526001"
"'230179654002"
"'230039527003"
"'230039529002"
"'230190155001"
"'230010465005"
"'230310240012"
"'230310240023"
"'230039502001"
"'230110220003"
"'230310240011"
"'230179669002"
"'230010430001"
"'230010450001"
"'230310225001"
"'230310225002"
"'230310225003"
"'230110190002"
"'230110160002"
"'230110160001"
"'230259662001"
"'230039504002"
"'230190140001"
"'230110108031"
"'230179654003"
"'230190300001"
"'230010465003"
"'230219608002"
"'230179664011"
"'230079714003"
"'230190225001"
"'230190300003"
"'230190280001"
"'230039509002"
"'230190205001"
"'230110108042"
"'230239702004"
"'230110106012"
"'230110205002"
"'230110220001"
"'230110210002"
"'230219606001"
"'230259669001"
"'230079714006"
"'230039502002"
"'230010430002"
"'230219608004"
"'230190135002"
"'230259657001"
"'230259657003"
"'230190130002"
"'230190110001"
"'230259661002"
"'230110210001"
"'230039526002"
"'230190265001"
"'230010465001"
"'230190300004"
"'230259656001"
"'230190310001"
"'230110190001"
"'230110155002"
"'230190255001"
"'230190313002"
"'230190110002"
"'230179654001"
"'230110155003"
"'230219608005"
"'230259670002"
"'230179668002"
"'230110108033"
"'230310235022"
"'230190313003"
"'230190312001"
"'230110108041"
"'240037406023"
"'230190130003"
"'230259660001"
"'230259659001"
"'230139711003"
"'230059900000"
"'230099900000"
"'230139900000"
"'230159900000"
"'230239900000"
"'230319901000"
"'240359902000"
"'240479800001"
"'240037406022"
"'240179900000"
"'240253065001"
"'240037406031"
"'240399306001"
"'240037406021"
"'240253065003"
"'240253065002"
"'240039900000"
"'240099901000"
"'240199900000"
"'240299900000"
"'240359900000"
"'240359901000"
"'240379900000"
"'240399901000"
"'240419900000"
"'240479900000"
"'250092032005"
"'250259901010"
"'250059900000"
"'250099901000"
"'250259803001"
"'250072004006"
"'250059855002"
"'261319703001"
"'260419708003"
"'250019900000"
"'250079900000"
"'250199900000"
"'250239900030"
"'261099606001"
"'260339704001"
"'260339702002"
"'261099606002"
"'260439504002"
"'260439505001"
"'261319701001"
"'260339704002"
"'260419709001"
"'260419709002"
"'260339703002"
"'260439507003"
"'260339703001"
"'260419710001"
"'260339702001"
"'260610009004"
"'260339705001"
"'261099607002"
"'260419710002"
"'260419711001"
"'261530003001"
"'260339703004"
"'261530002004"
"'260419711002"
"'261099606003"
"'261639902000"
"'260439506001"
"'261439712002"
"'261099607001"
"'261530003002"
"'260419708002"
"'261099607003"
"'261319702002"
"'261319702001"
"'261530001002"
"'261530001001"
"'260339705002"
"'260339705004"
"'260339705003"
"'260339702003"
"'261319701002"
"'261530001003"
"'261530002002"
"'260610008001"
"'261319703002"
"'261530002003"
"'261251603002"
"'260439506003"
"'260339703003"
"'261339706002"
"'261530002001"
"'260019900000"
"'260039900000"
"'260059900000"
"'260079900000"
"'260099900000"
"'260119900000"
"'260139901000"
"'260199900000"
"'260219900000"
"'260299900000"
"'260319900000"
"'260339900000"
"'260339901000"
"'260419900000"
"'260419901000"
"'260479900000"
"'260539900000"
"'260559900000"
"'260619900000"
"'260619901000"
"'260639900000"
"'260699900000"
"'260839901000"
"'260899900000"
"'260959900000"
"'260979900000"
"'260999901000"
"'261019900000"
"'261039900000"
"'261059900000"
"'261099900000"
"'261159900000"
"'261219900000"
"'261279900000"
"'261319901000"
"'261399900000"
"'261419900000"
"'261479900000"
"'261519900000"
"'261539900000"
"'261579900000"
"'261599900000"
"'270959702002"
"'270079400011"
"'270319900000"
"'270759901000"
"'271379901000"
"'280470036003"
"'280470009002"
"'280470009001"
"'280459900000"
"'280599900000"
"'300479403042"
"'320319900000"
"'320059900000"
"'320319901000"
"'325109900000"
"'330079511003"
"'330099604022"
"'330159900000"
"'340297310020"
"'340297270010"
"'340258121001"
"'340297360010"
"'340297340020"
"'340297321040"
"'340010101014"
"'340297225000"
"'340297330010"
"'340010105014"
"'340297224010"
"'340297380010"
"'340019834001"
"'340299801001"
"'340059818021"
"'350459430003"
"'340019900000"
"'340099901000"
"'340119900000"
"'340259900000"
"'340299900000"
"'340339900000"
"'350319460032"
"'350379589002"
"'350319436021"
"'350319403012"
"'350559527012"
"'350039764021"
"'350379589001"
"'350319457021"
"'350319403011"
"'350339552023"
"'350319436023"
"'350459430002"
"'350039764023"
"'350459429004"
"'350379586023"
"'350319438022"
"'350379586013"
"'350379586022"
"'350379586014"
"'350459428024"
"'350459429005"
"'350459428032"
"'350039764012"
"'350379586012"
"'350039764011"
"'350339552021"
"'350039764022"
"'350319436022"
"'350319436013"
"'350319435003"
"'350319437021"
"'350459428011"
"'350280002003"
"'350319436012"
"'350390001001"
"'350280002004"
"'350280004003"
"'350339552011"
"'350280005004"
"'350390002001"
"'350459428012"
"'350319438031"
"'350319436011"
"'350319439031"
"'350319438032"
"'350379589003"
"'350319435002"
"'350379589004"
"'350399408003"
"'350459428013"
"'350459431001"
"'350459428022"
"'350459429001"
"'350459429006"
"'350459429002"
"'350319437022"
"'350319403023"
"'350319403022"
"'350319437011"
"'350379586024"
"'350459428031"
"'350499405001"
"'350459430001"
"'350399441001"
"'350339552022"
"'350339552012"
"'350379586021"
"'350499403002"
"'350319405001"
"'350559401011"
"'350459428021"
"'350459428033"
"'350319800001"
"'350319438011"
"'350319403021"
"'350459429003"
"'350319437012"
"'350319438021"
"'350459431002"
"'350459428023"
"'350379586011"
"'360479901000"
"'360050462061"
"'360050462054"
"'360610106020"
"'360050462071"
"'360470159005"
"'360050462044"
"'360050462052"
"'360610238030"
"'360050462041"
"'360050462064"
"'360610238022"
"'360610132010"
"'360810216031"
"'360810334041"
"'360610317040"
"'360470616000"
"'360610086020"
"'360610086030"
"'360610106010"
"'360819901000"
"'360610238040"
"'360050462031"
"'360610116000"
"'360050462073"
"'360050462062"
"'360050001000"
"'360610238021"
"'360650267000"
"'360050462063"
"'360050462042"
"'360810916040"
"'360610287000"
"'361199850001"
"'361031595102"
"'360050409002"
"'360099400002"
"'360459900010"
"'360130364013"
"'360450608051"
"'360810334051"
"'360610124000"
"'360450608031"
"'360050462051"
"'360810716001"
"'361031907091"
"'360610136010"
"'360050419004"
"'360610002020"
"'360610152000"
"'361031905041"
"'360595219021"
"'360610238020"
"'360050516015"
"'360119902000"
"'360139900000"
"'360299900000"
"'360470034000"
"'360470038000"
"'360470044000"
"'360470046000"
"'360470050000"
"'360470052010"
"'360470052020"
"'360470054000"
"'360470056010"
"'360470056020"
"'360470164000"
"'360470168000"
"'360470174000"
"'360470176000"
"'360470280000"
"'360470282000"
"'360470286000"
"'360470292000"
"'360470294000"
"'360470330000"
"'360470336000"
"'360470352000"
"'360470610020"
"'360559900000"
"'360599901000"
"'360599902000"
"'360599903010"
"'360599903020"
"'360599904000"
"'360610007000"
"'360610319000"
"'360639900000"
"'360739900000"
"'360759900000"
"'360810916020"
"'360810934020"
"'360810942030"
"'360810964000"
"'360810972020"
"'360810992000"
"'360811093000"
"'360850018000"
"'360850074000"
"'360850081000"
"'360850097010"
"'360850097020"
"'360850112010"
"'360850112040"
"'360850128040"
"'360850176000"
"'360850207010"
"'360850226020"
"'360850228010"
"'360850244010"
"'360850244020"
"'360850291020"
"'360859901000"
"'370159604020"
"'371330006002"
"'371330006001"
"'370510034033"
"'371339901000"
"'370510034012"
"'371330009023"
"'370499612013"
"'371910005003"
"'371330009012"
"'370559901000"
"'371299901000"
"'370539901000"
"'371739802001"
"'371330007002"
"'371419901000"
"'370510034032"
"'370510034042"
"'370510034101"
"'370959901000"
"'371330009011"
"'370510034041"
"'370199901000"
"'370510034081"
"'370510034031"
"'370510034083"
"'371330009022"
"'371330005001"
"'370879801001"
"'370519801001"
"'370630021008"
"'370510034013"
"'370510034082"
"'370499612012"
"'371330007003"
"'371739401001"
"'370999402001"
"'371330006003"
"'371910005002"
"'370499612011"
"'371330009021"
"'370510034011"
"'371839802001"
"'371330010001"
"'370559902000"
"'371910005001"
"'370519802001"
"'370510034091"
"'370899801001"
"'371330007001"
"'370499612021"
"'370939801001"
"'371330006004"
"'370510034102"
"'370630016016"
"'370299501020"
"'370319901000"
"'370319902000"
"'370419301010"
"'370419301020"
"'370531104040"
"'370559701020"
"'370559703010"
"'370559704000"
"'370559705010"
"'370559706010"
"'370559706020"
"'370959902000"
"'371379901000"
"'371399607020"
"'371439201020"
"'371439202020"
"'371779601000"
"'371879501000"
"'380579617002"
"'380799418005"
"'391290213001"
"'390079900000"
"'390359900000"
"'390859900000"
"'390939902000"
"'390959900000"
"'421019892004"
"'410079900000"
"'410119901010"
"'410159901010"
"'410199900000"
"'410399900000"
"'410419901000"
"'410579901000"
"'421010010012"
"'421010005002"
"'421019800011"
"'420430208002"
"'421019800021"
"'421010378004"
"'420490124000"
"'420893003132"
"'421019800012"
"'420430205003"
"'440030208001"
"'420499900000"
"'440050411001"
"'440030208002"
"'440030208003"
"'440070132014"
"'440059900000"
"'440099901000"
"'440099902000"
"'450790115022"
"'450630213030"
"'450130003002"
"'450299901000"
"'450630212080"
"'450799801001"
"'450439205023"
"'450039801001"
"'450790115021"
"'450130004001"
"'450439901000"
"'450630211150"
"'450630210210"
"'450630212050"
"'450630210250"
"'450130010001"
"'450199901000"
"'450130003001"
"'450630212060"
"'450150207241"
"'450630211140"
"'450119801001"
"'450159801001"
"'450130012001"
"'450790115011"
"'450630212070"
"'450190020093"
"'450539901000"
"'460419417001"
"'460419417002"
"'461379416001"
"'461179601001"
"'461299652003"
"'461070001002"
"'461379416002"
"'461179601002"
"'460419415001"
"'461070001001"
"'460419415002"
"'461199791001"
"'471579804011"
"'461199791002"
"'461179601003"
"'471251014002"
"'471559801001"
"'471251014001"
"'471259801001"
"'470370184044"
"'470370156172"
"'470299801001"
"'470370130021"
"'471251014003"
"'470650103044"
"'470019801001"
"'470099802001"
"'471619801001"
"'480439505004"
"'483970403012"
"'481139801001"
"'483550029001"
"'480717106001"
"'481130164161"
"'481679901000"
"'480299800011"
"'490559791002"
"'490190003022"
"'490379421002"
"'480079900000"
"'480579900000"
"'480619900000"
"'480719900000"
"'481679900000"
"'482459900000"
"'482619900000"
"'482739900000"
"'483219900000"
"'483559900000"
"'484899900000"
"'490279742003"
"'490399725003"
"'490159765003"
"'490419753004"
"'490419753002"
"'490490101320"
"'490399722002"
"'490379782001"
"'490379420001"
"'490419754003"
"'490111254112"
"'490419754002"
"'490419753003"
"'490399721012"
"'490419751003"
"'490379420002"
"'490379421001"
"'490399724012"
"'490419754001"
"'490399724022"
"'490399721022"
"'490111262062"
"'490419755003"
"'490319601002"
"'490399721021"
"'500070002003"
"'500070029004"
"'500070033042"
"'500070028003"
"'500070034022"
"'517359901000"
"'511990502072"
"'515102001042"
"'510594152002"
"'510510402003"
"'511319901000"
"'511539011023"
"'510818801021"
"'515109800001"
"'511479301011"
"'510139802001"
"'510019802001"
"'517000323005"
"'510594822033"
"'517000323002"
"'510510404002"
"'510510402002"
"'510510401001"
"'510510401003"
"'510510401002"
"'510510402001"
"'510510404004"
"'510510403004"
"'510990401003"
"'518100400002"
"'510510403002"
"'510510403003"
"'511359801001"
"'510594219001"
"'510594162001"
"'510594219002"
"'510019801001"
"'516500102001"
"'517000323001"
"'517000323003"
"'518100400001"
"'518100432001"
"'517000323004"
"'517100004003"
"'511990509001"
"'510510403001"
"'511539011022"
"'511539011013"
"'510510404001"
"'511539011021"
"'515102001041"
"'510594162002"
"'510510404003"
"'510019901000"
"'517402130011"
"'511539801001"
"'518100450001"
"'510510401004"
"'511790102011"
"'510510403005"
"'510019902000"
"'511039901000"
"'511159901000"
"'511199901000"
"'511339901000"
"'511999901000"
"'516509901000"
"'518109901000"
"'530530729091"
"'530499901000"
"'530530729084"
"'530530729082"
"'530530729081"
"'530299922010"
"'530099901000"
"'530530729011"
"'530530729071"
"'530530729073"
"'530530729032"
"'530530729083"
"'530050120001"
"'530359901000"
"'530559901000"
"'530350927043"
"'530730101032"
"'530530701002"
"'530530729092"
"'530530726035"
"'530619901000"
"'530530729031"
"'530530729072"
"'530279900000"
"'530319900000"
"'530339901000"
"'530619900020"
"'551390003002"
"'551390016002"
"'550789401031"
"'550259917020"
"'550259917030"
"'550789401011"
"'560399676013"
"'560399676022"
"'550039900000"
"'550079900000"
"'550299900000"
"'550319900000"
"'550519900000"
"'550599900000"
"'550619900000"
"'550719900000"
"'550759900000"
"'550799900000"
"'550839900000"
"'550899900000"
"'551019900000"
"'551179900000"
"'560399676012"
"'560399676011"
"'560299653013"
"'560139401001"
"'560399676021"
"'560399677011"
